GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  73507       1.6004      0.05476        0.055147        0.055147
SORBI_3001G000800    1     62892     69306      2       2  73507     -0.60694      0.72806         0.74796         0.70122
SORBI_3001G000900    1     79159     81636      4       3  73507       1.1454      0.12603         0.12476         0.13452
SORBI_3001G001200    1    109968    112306      1       1  73507       1.2653      0.10287         0.10323         0.10323
SORBI_3001G001300    1    112766    116048      2       2  73507      0.82878      0.20362         0.16805         0.24794
SORBI_3001G002000    1    162161    167916      2       2  73507     0.071901      0.47134         0.42437         0.51791
SORBI_3001G002100    1    173605    175832      1       1  73507      -1.2384      0.89221          0.8907          0.8907
SORBI_3001G002400    1    216906    219523      1       1  73507     -0.34439      0.63472         0.63343         0.63343
SORBI_3001G002700    1    258383    260238      1       1  73507      0.78638      0.21582         0.21597         0.21597
SORBI_3001G003400    1    298066    299728      3       2  73507     -0.24363      0.59624         0.64571           0.537
SORBI_3001G003500    1    300363    306318      2       2  73507      0.81093       0.2087         0.23439         0.18658
SORBI_3001G003600    1    309245    311054      3       2  73507      0.66011      0.25459         0.24252         0.26727
SORBI_3001G003900    1    334170    338183      3       3  73507      -1.1824      0.88148         0.85393         0.89585
SORBI_3001G004100    1    355496    360888      3       3  73507      -0.4638      0.67861          0.6897          0.6535
SORBI_3001G004400    1    380347    391045      1       1  73507     -0.28207      0.61106         0.61007         0.61007
SORBI_3001G005100    1    415997    419707      1       1  73507     -0.10231      0.54075         0.53983         0.53983
SORBI_3001G006300    1    576040    577925      1       1  73507      0.73884         0.23          0.2301          0.2301
SORBI_3001G006400    1    583778    588934      1       1  73507      0.66544      0.25288         0.25289         0.25289
SORBI_3001G006600    1    661532    669834      1       1  73507     -0.43466      0.66809         0.66674         0.66674
SORBI_3001G006800    1    691687    694091      4       3  73507      0.28781      0.38674         0.33605         0.43329
SORBI_3001G007000    1    705245    711484      1       1  73507      0.99648      0.15951         0.15976         0.15976
SORBI_3001G007500    1    728051    731978      1       1  73507       1.1419      0.12674         0.12706         0.12706
SORBI_3001G007800    1    739596    746898      3       3  73507      -1.5074      0.93414         0.95319         0.90628
