GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  71930       -1.958      0.97488          0.9744          0.9744
SORBI_3001G000800    1     62892     69306      2       2  71930       1.0259      0.15248         0.16864         0.13908
SORBI_3001G000900    1     79159     81636      4       3  71930      0.36715      0.35675         0.28729         0.43382
SORBI_3001G001200    1    109968    112306      1       1  71930      0.86528      0.19344         0.19365         0.19365
SORBI_3001G001300    1    112766    116048      2       2  71930     0.044188      0.48238         0.50886         0.45134
SORBI_3001G002000    1    162161    167916      2       2  71930      0.92696      0.17697         0.20645         0.15264
SORBI_3001G002100    1    173605    175832      1       1  71930       1.4412     0.074765        0.075198        0.075198
SORBI_3001G002400    1    216906    219523      1       1  71930     0.032208      0.48715         0.48634         0.48634
SORBI_3001G002700    1    258383    260238      1       1  71930     -0.89522      0.81466         0.81332         0.81332
SORBI_3001G003400    1    298066    299728      3       2  71930      -1.0135      0.84459         0.83374         0.83848
SORBI_3001G003500    1    300363    306318      1       1  71930    -0.085276      0.53398         0.53306         0.53306
SORBI_3001G003600    1    309245    311054      3       2  71930      0.72705       0.2336         0.32418         0.16862
SORBI_3001G003900    1    334170    338183      3       3  71930       1.7258     0.042193        0.048347        0.041541
SORBI_3001G004100    1    355496    360888      3       3  71930     -0.71966      0.76413         0.73159         0.78279
SORBI_3001G004400    1    380347    391045      1       1  71930     -0.38908      0.65139         0.65022         0.65022
SORBI_3001G006300    1    576040    577925      1       1  71930      -1.4391      0.92494         0.92409         0.92409
SORBI_3001G006400    1    583778    588934      1       1  71930     -0.42596      0.66493         0.66352         0.66352
SORBI_3001G006600    1    661532    669834      1       1  71930    -0.019544       0.5078         0.50676         0.50676
SORBI_3001G006800    1    691687    694091      4       3  71930     -0.19239      0.57628         0.53203         0.59791
SORBI_3001G007000    1    705245    711484      1       1  71930      0.27169      0.39293         0.39228         0.39228
SORBI_3001G007500    1    728051    731978      1       1  71930      0.20533      0.41866         0.41817         0.41817
SORBI_3001G007800    1    739596    746898      3       3  71930       2.8111    0.0024688       0.0048324       0.0015936
SORBI_3001G008200    1    759332    762941      1       1  71930      0.86231      0.19426         0.19443         0.19443
SORBI_3001G008300    1    766997    772094      4       3  71930       0.1583      0.43711         0.41118         0.45368
SORBI_3001G008800    1    824643    826523      2       1  71930     -0.89324      0.81414         0.83012         0.79446
SORBI_3001G009000    1    833474    841001      2       2  71930     -0.45185      0.67431         0.69852         0.64254
SORBI_3001G009200    1    848269    854834      3       3  71930       0.2429      0.40404          0.3238         0.49519
SORBI_3001G009300    1    860540    865043      2       2  71930      0.92045      0.17867         0.16714         0.19257
SORBI_3001G009700    1    881235    889724      1       1  71930      -1.9021      0.97142         0.97084         0.97084
SORBI_3001G010100    1    909734    911888      1       1  71930      0.62231      0.26687         0.26681         0.26681
SORBI_3001G010200    1    917429    924294      8       5  71930      0.61498      0.26928         0.43412         0.16644
SORBI_3001G010300    1    919634    925242      7       5  71930      0.63566       0.2625         0.41238         0.16684
SORBI_3001G010600    1    934690    938671      1       1  71930       0.9327      0.17549          0.1757          0.1757
SORBI_3001G011600    1   1004121   1006547      1       1  71930        -1.65      0.95053         0.94977         0.94977
SORBI_3001G011800    1   1015540   1016301      1       1  71930     -0.13878      0.55519         0.55417         0.55417
SORBI_3001G012000    1   1031520   1034071      1       1  71930      -1.6695      0.95249         0.95157         0.95157
SORBI_3001G012100    1   1042020   1047090      1       1  71930      -1.6986       0.9553         0.95459         0.95459
SORBI_3001G012800    1   1203141   1207730      7       3  71930       1.6526     0.049205        0.041883         0.07592
SORBI_3001G012900    1   1211147   1221198      7       6  71930       2.0002     0.022737        0.042889        0.015987
SORBI_3001G013000    1   1221172   1224186      3       1  71930      0.46503      0.32095         0.33439         0.30655
SORBI_3001G013200    1   1231050   1234117      2       2  71930       1.9892     0.023341         0.01547        0.037638
SORBI_3001G013300    1   1235446   1239001      1       1  71930     -0.16406      0.56516         0.56416         0.56416
SORBI_3001G014100    1   1273048   1279860     12       7  71930      0.29757      0.38302         0.38493         0.36663
SORBI_3001G014300    1   1299764   1305513      2       2  71930      0.78456      0.21636         0.25129         0.18691
SORBI_3001G015200    1   1348406   1352435      3       2  71930     0.025197      0.48995         0.48265         0.48942
SORBI_3001G015400    1   1354962   1369982      5       4  71930       1.7738     0.038047        0.016648         0.11271
SORBI_3001G015800    1   1387666   1391790      1       1  71930      0.62381      0.26638         0.26633         0.26633
SORBI_3001G016201    1   1411835   1418917      2       2  71930     -0.28386      0.61174         0.60185         0.61427
SORBI_3001G016700    1   1441609   1449144      4       3  71930      0.21421      0.41519         0.48843         0.34501
SORBI_3001G016800    1   1450134   1452644      2       1  71930       1.2169      0.11183        0.099684         0.12658
SORBI_3001G017200    1   1480415   1485939      2       1  71930    -0.079639      0.53174         0.50871         0.55262
SORBI_3001G017600    1   1497655   1503070      1       1  71930     -0.18291      0.57257         0.57136         0.57136
SORBI_3001G017700    1   1503221   1511448      6       4  71930      -1.2826      0.90019         0.88398         0.88994
SORBI_3001G018000    1   1518766   1525254      1       1  71930      -3.4294       0.9997         0.99968         0.99968
SORBI_3001G018100    1   1526528   1531907      1       1  71930     -0.78623      0.78413         0.78233         0.78233
SORBI_3001G018200    1   1528936   1534824      2       2  71930      0.90327      0.18319          0.2246         0.15114
SORBI_3001G018500    1   1553010   1556516      4       2  71930      0.96383      0.16757         0.16976         0.16772
SORBI_3001G018800    1   1567076   1568503      1       1  71930     -0.60375        0.727         0.72516         0.72516
SORBI_3001G018900    1   1572016   1574513      1       1  71930     0.067245      0.47319         0.47234         0.47234
SORBI_3001G019200    1   1587740   1591203      2       2  71930       2.3456    0.0094977        0.013521       0.0074644
SORBI_3001G019300    1   1591351   1594430      3       2  71930      0.41098      0.34054         0.38827         0.29706
SORBI_3001G019400    1   1610923   1616733      1       1  71930     -0.97068      0.83415         0.83294         0.83294
SORBI_3001G019601    1   1623615   1624701      2       2  71930      -0.6091      0.72877         0.72777         0.71903
SORBI_3001G019800    1   1646392   1651582      6       4  71930       0.4647      0.32107         0.38437         0.26079
SORBI_3001G020000    1   1662896   1672214      1       1  71930      0.22481      0.41106         0.41051         0.41051
SORBI_3001G020600    1   1704442   1711957      6       4  71930     -0.73852       0.7699         0.82946         0.68761
SORBI_3001G020900    1   1727582   1728619      2       1  71930     -0.62445      0.73384         0.73861          0.7264
SORBI_3001G021500    1   1770077   1776290      3       3  71930     0.075724      0.46982         0.38454         0.55805
SORBI_3001G021601    1   1778259   1779825     11       6  71930      0.15979      0.43652         0.33815          0.5305
SORBI_3001G021700    1   1780750   1786230      3       1  71930       1.5655     0.058737         0.10174        0.035147
SORBI_3001G021800    1   1787545   1793480      2       2  71930      0.41207      0.34014         0.26669         0.43128
SORBI_3001G021900    1   1792932   1797374      1       1  71930      0.50855      0.30553         0.30537         0.30537
SORBI_3001G022000    1   1799075   1802499      5       2  71930      -1.1032      0.86503         0.91436         0.78476
SORBI_3001G022500    1   1814461   1823163      5       3  71930       1.3373     0.090564         0.20173        0.045291
SORBI_3001G022600    1   1823402   1826715      1       1  71930     0.072372      0.47115         0.47042         0.47042
SORBI_3001G023000    1   1843896   1850570      2       2  71930       1.0513      0.14655          0.1403         0.15578
SORBI_3001G023100    1   1850735   1856772      1       1  71930      -1.0515      0.85348         0.85217         0.85217
SORBI_3001G023800    1   1888889   1893254      9       6  71930     -0.62231      0.73313         0.73021         0.69342
SORBI_3001G024000    1   1902840   1909071      9       6  71930      0.50587      0.30647         0.26449         0.34978
SORBI_3001G024200    1   1919703   1924815      2       2  71930      0.38591      0.34978         0.35381         0.34355
SORBI_3001G024500    1   1938235   1944319      1       1  71930     -0.51666       0.6973         0.69602         0.69602
SORBI_3001G025000    1   1955730   1963322      1       1  71930      -1.2755      0.89894         0.89766         0.89766
SORBI_3001G025700    1   1998516   2001946      1       1  71930      0.25885      0.39787         0.39708         0.39708
SORBI_3001G025900    1   2009633   2016283      3       2  71930       1.2949     0.097682         0.15879         0.06283
SORBI_3001G026000    1   2018430   2023764      4       1  71930       0.3296      0.37085         0.41324         0.33128
SORBI_3001G026200    1   2035244   2042131      5       3  71930      0.58178      0.28036         0.29122         0.26843
SORBI_3001G026400    1   2049444   2052777      1       1  71930     -0.21836      0.58643         0.58536         0.58536
SORBI_3001G026700    1   2082677   2085528      3       2  71930      0.39549      0.34624         0.31135         0.38128
SORBI_3001G026900    1   2098594   2101900      1       1  71930      -0.4729      0.68186         0.68051         0.68051
SORBI_3001G027100    1   2117619   2124838      3       2  71930      0.94765      0.17165         0.16814         0.17711
SORBI_3001G027300    1   2127305   2135140      3       2  71930       2.2018     0.013841        0.030947       0.0071326
SORBI_3001G027500    1   2133792   2134894      1       1  71930       1.0214      0.15352         0.15383         0.15383
SORBI_3001G028200    1   2186952   2202877      2       2  71930     -0.27332       0.6077         0.62888         0.57913
SORBI_3001G028301    1   2192291   2199388      2       2  71930     -0.27332       0.6077         0.62888         0.57913
SORBI_3001G028400    1   2238553   2242355      9       5  71930       1.9591      0.02505        0.021006         0.04579
SORBI_3001G028500    1   2241769   2246330     10       4  71930       2.2153     0.013371        0.014271        0.020457
SORBI_3001G028900    1   2255768   2261466      1       1  71930    -0.032993      0.51316          0.5121          0.5121
SORBI_3001G029200    1   2270791   2273666      4       3  71930       1.2198      0.11126        0.091036         0.14503
SORBI_3001G029400    1   2287542   2290693      5       3  71930      0.97246      0.16541          0.2754         0.10315
SORBI_3001G029500    1   2293896   2297802      3       2  71930      0.63509      0.26269         0.28899         0.23866
SORBI_3001G029700    1   2303416   2307009      8       5  71930      0.72029      0.23567         0.17318         0.32357
SORBI_3001G029800    1   2308204   2312822      1       1  71930      0.44545        0.328         0.32773         0.32773
SORBI_3001G029900    1   2313297   2316186      1       1  71930     -0.10918      0.54347         0.54249         0.54249
SORBI_3001G030000    1   2316213   2323874      2       1  71930     -0.33061      0.62953           0.616         0.63925
SORBI_3001G030400    1   2341337   2346547      6       4  71930       -1.241       0.8927         0.86098         0.89977
SORBI_3001G030500    1   2360333   2362090      2       2  71930      0.47499       0.3174         0.25424         0.39467
SORBI_3001G030600    1   2365663   2367422      4       3  71930       2.8355    0.0022874       0.0045281       0.0015881
SORBI_3001G031100    1   2384786   2387678      1       1  71930       1.5491     0.060684        0.061034        0.061034
SORBI_3001G031300    1   2391412   2395531      2       1  71930       1.2632      0.10326         0.10371         0.10371
SORBI_3001G031700    1   2408109   2411763      3       3  71930        1.976     0.024077       0.0066756        0.096236
SORBI_3001G031900    1   2416592   2424714      1       1  71930       1.4494     0.073618        0.074001        0.074001
SORBI_3001G032000    1   2434482   2436725      1       1  71930       1.8624     0.031274        0.031637        0.031637
SORBI_3001G032200    1   2447498   2453413      3       3  71930        1.971     0.024362        0.058036        0.011582
SORBI_3001G032300    1   2457833   2460832      6       4  71930       2.5719    0.0050565       0.0034292        0.010919
SORBI_3001G032400    1   2465532   2468560      1       1  71930      -1.5792      0.94285         0.94209         0.94209
SORBI_3001G033000    1   2489317   2497493      3       3  71930       1.4311     0.076199        0.046187         0.13263
SORBI_3001G033100    1   2497419   2499730      2       2  71930      0.53878      0.29502         0.27015         0.32124
SORBI_3001G033900    1   2553818   2555716      1       1  71930       1.4915     0.067916        0.068323        0.068323
SORBI_3001G034100    1   2587306   2590571      1       1  71930     -0.94923      0.82875         0.82731         0.82731
SORBI_3001G034200    1   2592125   2595232      1       1  71930      0.23723      0.40624         0.40554         0.40554
SORBI_3001G034300    1   2611023   2613615      1       1  71930     -0.28887      0.61366         0.61232         0.61232
SORBI_3001G034600    1   2628433   2631312      3       2  71930       1.5252     0.063603         0.14643        0.029789
SORBI_3001G034700    1   2632380   2634538      2       1  71930     -0.29118      0.61454         0.60791         0.61651
SORBI_3001G035200    1   2649168   2658158      6       4  71930     -0.49733      0.69052           0.682         0.67006
SORBI_3001G035400    1   2660718   2664113      1       1  71930      -1.9234      0.97278         0.97227         0.97227
SORBI_3001G035900    1   2687602   2695012      3       3  71930       1.3748     0.084597        0.095808        0.077798
SORBI_3001G036050    1   2695391   2704540      6       3  71930      0.45967      0.32288          0.4444            0.23
SORBI_3001G036200    1   2705291   2707284      1       1  71930       1.2412      0.10727         0.10759         0.10759
SORBI_3001G036300    1   2707859   2716150     12       7  71930     0.022155      0.49116         0.39823         0.57854
SORBI_3001G036400    1   2710011   2711501      1       1  71930      0.55655      0.28892         0.28882         0.28882
SORBI_3001G036800    1   2736885   2740680      5       2  71930     -0.05934      0.52366         0.49272         0.54869
SORBI_3001G036900    1   2743597   2745712      1       1  71930       1.5541     0.060075        0.060482        0.060482
SORBI_3001G037100    1   2753597   2779533      6       3  71930      -1.0071      0.84305         0.79449         0.82292
SORBI_3001G037400    1   2787774   2792855      1       1  71930      0.10864      0.45675         0.45602         0.45602
SORBI_3001G037500    1   2794698   2803370      3       3  71930      0.57736      0.28185         0.30374         0.26058
SORBI_3001G038000    1   2822265   2827550      4       3  71930      0.19776      0.42162         0.50191         0.34627
SORBI_3001G038100    1   2830310   2834726      2       2  71930        1.314     0.094431         0.13091        0.070033
SORBI_3001G038200    1   2839249   2843814      8       2  71930      0.67866      0.24868         0.28406         0.21784
SORBI_3001G038300    1   2851085   2854638      5       3  71930      -0.8132      0.79195         0.86346         0.70419
SORBI_3001G038450    1   2875946   2878341      7       6  71930       2.2513     0.012184        0.033045       0.0075916
SORBI_3001G038800    1   2900104   2910005     10       5  71930      0.63288      0.26341          0.3162         0.21903
SORBI_3001G038900    1   2913500   2915031      1       1  71930     -0.86744      0.80715         0.80576         0.80576
SORBI_3001G039100    1   2917308   2920126      7       3  71930     -0.57421      0.71709         0.75752         0.66122
SORBI_3001G039300    1   2932598   2937249      3       3  71930       2.3239     0.010066        0.018124       0.0064916
SORBI_3001G039400    1   2938433   2941774      2       2  71930      0.48492      0.31387         0.34534         0.28419
SORBI_3001G039500    1   2947143   2951769      1       1  71930      0.24719      0.40238         0.40181         0.40181
SORBI_3001G039600    1   2951770   2955625      3       1  71930     -0.76976      0.77928         0.76836         0.78693
SORBI_3001G039900    1   2966595   2970669      2       2  71930        0.755      0.22512         0.25664         0.19801
SORBI_3001G040100    1   2981544   2987118      1       1  71930     -0.29897      0.61752         0.61629         0.61629
SORBI_3001G040300    1   3005325   3008219      3       3  71930     -0.18046       0.5716         0.49824          0.6413
SORBI_3001G040500    1   3016610   3019552      1       1  71930       2.0143     0.021988        0.022227        0.022227
SORBI_3001G040600    1   3025065   3039737      2       2  71930       1.6245     0.052131        0.071006        0.040001
SORBI_3001G040701    1   3036852   3038472      1       1  71930     -0.39043      0.65189         0.65072         0.65072
SORBI_3001G041400    1   3076815   3081156      4       3  71930     0.052758      0.47896         0.49441         0.45526
SORBI_3001G041600    1   3096385   3098752      3       2  71930      0.31752      0.37542         0.35385          0.3903
