rs chr ps p_wald
S5_313 5 285047 0.268874
S5_319 5 285053 0.3482488
S5_363 5 285097 0.6348188
S5_369 5 285103 0.9281654
S5_387 5 285121 0.214973
S5_391 5 285125 0.5734198
S5_392 5 285126 0.9717094
S5_402 5 285136 0.3975231
S5_416 5 285150 0.4082606
S5_421 5 285155 0.1899941
S5_22121 5 306903 0.8326856
S5_22863 5 307645 0.326316
S5_37231 5 322013 0.509184
S5_37301 5 322083 0.230997
S5_38073 5 322855 0.6393146
S5_38134 5 322916 0.960376
S5_40152 5 324934 0.933818
S5_42604 5 327386 0.6964149
S5_49928 5 334710 0.7934901
S5_49936 5 334718 0.7697939
S5_107885 5 391721 0.8861143
S5_107945 5 391781 0.8631674
S5_108973 5 392809 0.839349
S5_110143 5 393979 0.8184365
S5_187259 5 465688 0.7686209
S5_187267 5 465696 0.2603935
S5_187270 5 465699 0.4064857
S5_187963 5 466392 0.2931211
S5_187973 5 466402 0.9456482
S5_238138 5 517077 0.511318
S5_240455 5 519394 0.5780904
S5_253838 5 527282 0.8307267
S5_375292 5 687258 0.4894259
S5_375322 5 687288 0.6423229
S5_375335 5 687301 0.8324323
S5_375511 5 687477 0.5952976
S5_403291 5 715255 0.05065221
S5_435306 5 746393 0.6244324
S5_534269 5 845098 0.3294234
S5_534477 5 845306 0.2594697
S5_534521 5 845350 0.3415224
S5_534794 5 845623 0.6000484
S5_534897 5 845726 0.7887386
S5_534918 5 845747 0.7102381
S5_535496 5 846327 0.9836823
S5_536143 5 846974 0.2199888
S5_536169 5 847000 0.5225348
S5_536180 5 847011 0.3572973
S5_536227 5 847058 0.8731743
S5_599220 5 910047 0.9652124
S5_599315 5 910142 0.05525474
S5_599432 5 910259 0.251001
S5_599612 5 910439 0.0501525
S5_600673 5 911500 0.9764785
S5_646716 5 956927 0.6238049
S5_646731 5 956942 0.6954053
S5_651151 5 961362 0.9474244
S5_651386 5 961597 0.1402993
S5_651425 5 961636 0.513735
S5_651602 5 961813 0.7960952
S5_651650 5 961861 0.5140197
S5_651651 5 961862 0.3605762
S5_651656 5 961867 0.4856108
S5_651657 5 961868 0.5995329
S5_651663 5 961874 0.5623445
S5_651668 5 961879 0.4901354
S5_651669 5 961880 0.1396002
S5_651678 5 961889 0.5142377
S5_651689 5 961900 0.9431275
S5_651751 5 961962 0.4742139
S5_651858 5 962069 0.8465026
S5_657168 5 967379 0.1391132
S5_657192 5 967403 0.006347783
S5_657198 5 967409 0.1124991
S5_657251 5 967462 0.3734033
S5_657889 5 968100 0.006741773
S5_657905 5 968116 0.04102382
S5_657917 5 968128 0.7689212
S5_658094 5 968305 0.7242296
S5_658175 5 968386 0.004021
S5_658208 5 968419 0.8264348
S5_659057 5 969268 0.1383973
S5_659147 5 969358 0.2524074
S5_659777 5 969988 0.2716255
S5_659796 5 970007 0.8853716
S5_659843 5 970054 0.4030593
S5_659927 5 970138 0.2269923
S5_662173 5 972384 0.1004805
S5_665188 5 975403 0.118155
S5_665217 5 975432 0.8075757
S5_665220 5 975435 0.258693
S5_665326 5 975541 0.02144869
S5_666065 5 976280 0.141511
S5_666069 5 976284 0.7342864
S5_666071 5 976286 0.5189975
S5_666119 5 976334 0.05881428
S5_666158 5 976373 0.107248
S5_666170 5 976385 0.8169459
S5_666315 5 976530 0.7220997
S5_666506 5 976721 0.4015856
S5_671198 5 981413 0.1119805
S5_671587 5 981802 0.07462091
S5_682373 5 992587 0.4348343
S5_741706 5 1049100 0.5720247
S5_741728 5 1049122 0.656866
S5_741755 5 1049149 0.4907594
S5_743787 5 1051181 0.3827914
S5_744079 5 1051473 0.1548276
S5_749312 5 1056706 0.3312706
S5_755389 5 1062783 0.2811569
S5_756510 5 1063904 0.614821
S5_756534 5 1063928 0.9396903
S5_803502 5 1107684 0.7989534
S5_805081 5 1109263 0.387741
S5_805514 5 1109696 0.5622355
S5_807719 5 1111901 0.4866395
S5_807726 5 1111908 0.6117385
S5_807755 5 1111937 0.5033673
S5_807760 5 1111942 0.1933515
S5_808645 5 1112827 0.9655656
S5_808669 5 1112851 0.6865746
S5_808679 5 1112861 0.8966412
S5_808702 5 1112884 0.6892109
S5_809415 5 1113597 0.0944634
S5_812682 5 1117588 0.7545152
S5_812689 5 1117595 0.4384366
S5_812707 5 1117613 0.4048731
S5_812712 5 1117618 0.3990914
S5_814297 5 1119203 0.4262571
S5_814310 5 1119216 0.6247899
S5_814316 5 1119222 0.173055
S5_814849 5 1119755 0.6651731
S5_814850 5 1119756 0.6474462
S5_859710 5 1171679 0.2921154
S5_859788 5 1171757 0.2665791
S5_883682 5 1192412 0.8113303
S5_883815 5 1192545 0.7994342
S5_883858 5 1192588 0.637752
S5_883897 5 1192627 0.7719497
S5_883967 5 1192697 0.7514349
S5_883969 5 1192699 0.321698
S5_883971 5 1192701 0.5043212
S5_883975 5 1192705 0.321698
S5_883982 5 1192712 0.9550385
S5_889996 5 1198726 0.09736721
S5_890006 5 1198736 0.2416995
S5_891972 5 1200702 0.5887081
S5_892680 5 1201410 0.7824515
S5_892687 5 1201417 0.6630101
S5_898103 5 1206833 0.7161162
S5_898206 5 1206936 0.8717515
S5_899177 5 1207907 0.04124985
S5_899197 5 1207927 0.8197437
S5_899198 5 1207928 0.9658687
S5_899202 5 1207932 0.1880603
S5_899203 5 1207933 0.1463046
S5_899206 5 1207936 0.6063884
S5_899262 5 1207992 0.9759719
S5_899266 5 1207996 0.4645338
S5_899291 5 1208021 0.5546185
S5_899292 5 1208022 0.849816
S5_899313 5 1208043 0.487814
S5_899440 5 1208170 0.2470495
S5_899442 5 1208172 0.2924052
S5_899443 5 1208173 0.328913
S5_899467 5 1208197 0.2544411
S5_899483 5 1208213 0.8525672
S5_899497 5 1208227 0.4994954
S5_899514 5 1208244 0.6263584
S5_899531 5 1208261 0.992363
S5_899532 5 1208262 0.1383037
S5_899535 5 1208265 0.3053138
S5_899570 5 1208300 0.6433415
S5_899851 5 1208581 0.3655388
S5_899922 5 1208652 0.3231248
S5_900203 5 1208933 0.4647625
S5_900278 5 1209008 0.04653771
S5_900296 5 1209026 0.3110226
S5_900450 5 1209180 0.6320002
S5_900485 5 1209215 0.7486647
S5_900522 5 1209252 0.1627579
S5_900529 5 1209259 0.5306664
S5_900541 5 1209271 0.00647769
S5_900547 5 1209277 0.8372516
S5_900573 5 1209303 0.8805485
S5_900617 5 1209347 0.9741885
S5_900658 5 1209388 0.0008071277
S5_900691 5 1209421 0.001568653
S5_900706 5 1209436 0.01425754
S5_903850 5 1212580 0.1467346
S5_903875 5 1212605 0.06132356
S5_904274 5 1213004 0.239088
S5_904375 5 1213105 0.9770891
S5_904390 5 1213120 0.168365
S5_904401 5 1213131 0.1041779
S5_904403 5 1213133 0.03013801
S5_904408 5 1213138 0.1613766
S5_904415 5 1213145 0.3243651
S5_904532 5 1213262 0.05117955
S5_904541 5 1213271 0.3647805
S5_913856 5 1222586 0.4118743
S5_913888 5 1222618 0.4788987
S5_913955 5 1222685 0.618758
S5_913961 5 1222691 0.2960071
S5_913971 5 1222701 0.3066057
S5_914049 5 1222779 0.0648471
S5_914878 5 1223608 0.2180881
S5_914883 5 1223613 0.1754709
S5_914915 5 1223645 0.4061052
S5_914922 5 1223652 0.3384694
S5_914923 5 1223653 0.4846004
S5_914931 5 1223661 0.9694628
S5_914941 5 1223671 0.3836662
S5_917026 5 1225756 0.8809703
S5_917138 5 1225868 0.2185494
S5_917186 5 1225916 0.429516
S5_917230 5 1225960 0.1203808
S5_917232 5 1225962 0.2489216
S5_917358 5 1226088 0.03783414
S5_917392 5 1226122 0.235401
S5_919093 5 1227823 0.5721118
S5_919192 5 1227922 0.1049629
S5_919231 5 1227961 0.5587272
S5_919911 5 1228641 0.04661788
S5_919912 5 1228642 0.486048
S5_919962 5 1228692 0.8215953
S5_919979 5 1228709 0.5918066
S5_921468 5 1230198 0.064929
S5_923551 5 1232281 0.8373575
S5_923555 5 1232285 0.6547893
S5_923601 5 1232331 0.7995018
S5_923603 5 1232333 0.6695519
S5_923609 5 1232339 0.9063704
S5_923611 5 1232341 0.9063704
S5_923618 5 1232348 0.9063704
S5_923624 5 1232354 0.8776983
S5_923626 5 1232356 0.9063704
S5_923712 5 1232442 0.5580977
S5_923715 5 1232445 0.4106793
S5_923723 5 1232453 0.7735744
S5_923734 5 1232464 0.5096176
S5_923745 5 1232475 0.3544092
S5_925366 5 1234096 0.2275405
S5_925373 5 1234103 0.3035003
S5_925518 5 1234248 0.7767575
S5_925532 5 1234262 0.9902881
S5_926417 5 1235147 0.3802514
S5_926508 5 1235238 0.4614797
S5_926511 5 1235241 0.165928
S5_926514 5 1235244 0.1628039
S5_926516 5 1235246 0.9456184
S5_926525 5 1235255 0.1188348
S5_928365 5 1237095 0.5466891
S5_928379 5 1237109 0.6858748
S5_929632 5 1238362 0.6139066
S5_929723 5 1238453 0.9535278
S5_929964 5 1238694 0.5295103
S5_929979 5 1238709 0.1223125
S5_931793 5 1241455 0.614542
S5_932938 5 1242600 0.05440615
S5_932974 5 1242636 0.8233222
S5_937946 5 1247608 0.1784734
S5_937949 5 1247611 0.3467986
S5_937970 5 1247632 0.6407529
S5_938016 5 1247678 0.0673984
S5_938066 5 1247728 0.07403805
S5_938079 5 1247741 0.7909207
S5_938090 5 1247752 0.5105368
S5_938198 5 1247860 0.04024384
S5_938243 5 1247905 0.9604519
S5_938473 5 1248135 0.417858
S5_938484 5 1248146 0.7580845
S5_938504 5 1248166 0.9834791
S5_938509 5 1248171 0.3961956
S5_938533 5 1248195 0.9202314
S5_938690 5 1248352 0.7987384
S5_938695 5 1248357 0.3774442
S5_938720 5 1248382 0.9687129
S5_938723 5 1248385 0.6603023
S5_938733 5 1248395 0.8970761
S5_938747 5 1248409 0.9888802
S5_939067 5 1248729 0.0586771
S5_939209 5 1248871 0.2830069
S5_939238 5 1248900 0.3268233
S5_939260 5 1248922 0.6939305
S5_939262 5 1248924 0.6545124
S5_939293 5 1248955 0.71873
S5_939492 5 1249154 0.03363157
S5_939522 5 1249184 0.7153298
S5_943948 5 1253610 0.7116522
S5_945552 5 1255214 0.50495
S5_946648 5 1256310 0.6574931
S5_946975 5 1256637 0.7901715
S5_946999 5 1256661 0.2112707
S5_951982 5 1261642 0.6635403
S5_952939 5 1262599 0.660269
S5_953218 5 1262878 0.5861812
S5_953510 5 1263170 0.6277017
S5_953513 5 1263173 0.2636624
S5_956967 5 1266627 0.6916842
S5_957038 5 1266698 0.1035597
S5_957335 5 1266995 0.5502948
S5_957375 5 1267035 0.6570087
S5_1024359 5 1335148 0.922562
S5_1024385 5 1335174 0.3068779
S5_1026096 5 1336885 0.6480457
S5_1026612 5 1337401 0.9279971
S5_1026884 5 1337673 0.9601984
S5_1026931 5 1337720 0.511927
S5_1026932 5 1337721 0.8497604
S5_1030280 5 1341069 0.07479752
S5_1042651 5 1353441 0.7416618
S5_1042675 5 1353465 0.6001596
S5_1042689 5 1353479 0.1662691
S5_1042953 5 1353743 0.1775331
S5_1042978 5 1353768 0.936594
S5_1042979 5 1353769 0.3916942
S5_1042997 5 1353787 0.1919592
S5_1043001 5 1353791 0.1138621
S5_1043014 5 1353804 0.8837854
S5_1043019 5 1353809 0.3931884
S5_1043022 5 1353812 0.7973661
S5_1043046 5 1353836 0.3126012
S5_1043101 5 1353891 0.1574018
S5_1043124 5 1353914 0.05155965
S5_1043133 5 1353923 0.5278314
S5_1043380 5 1354170 0.3739518
S5_1043382 5 1354172 0.3661281
S5_1043383 5 1354173 0.7398797
S5_1043385 5 1354175 0.7535605
S5_1043391 5 1354181 0.01034526
S5_1043403 5 1354193 0.9805701
S5_1043416 5 1354206 0.4435005
S5_1044389 5 1355181 0.7965646
S5_1044392 5 1355184 0.7965646
S5_1044470 5 1355262 0.9369418
S5_1049097 5 1359889 0.4651129
S5_1049723 5 1360515 0.8770504
S5_1050273 5 1361065 0.5451817
S5_1050299 5 1361091 0.818016
S5_1051335 5 1362127 0.6446806
S5_1051353 5 1362145 0.9367881
S5_1051360 5 1362152 0.9172435
S5_1051374 5 1362166 0.9379647
S5_1051389 5 1362181 0.8575341
S5_1051403 5 1362195 0.9688491
S5_1051431 5 1362223 0.4141207
S5_1054891 5 1365683 0.6310515
S5_1061142 5 1371934 0.1143715
S5_1061190 5 1371982 0.7207909
S5_1061198 5 1371990 0.3615819
S5_1061210 5 1372002 0.566071
S5_1061211 5 1372003 0.4884347
S5_1061259 5 1372051 0.6636695
S5_1062275 5 1373067 0.6104651
S5_1062860 5 1373652 0.4681677
S5_1062889 5 1373681 0.4677497
S5_1062891 5 1373683 0.3028836
S5_1062942 5 1373734 0.4596059
S5_1062943 5 1373735 0.4760302
S5_1063039 5 1373831 0.4424541
S5_1063043 5 1373835 0.02184395
S5_1063786 5 1374578 0.9248062
S5_1063789 5 1374581 0.6066217
S5_1063803 5 1374595 0.01402474
S5_1063824 5 1374616 0.7606988
S5_1063838 5 1374630 0.9041743
S5_1087836 5 1399200 0.9791834
S5_1087914 5 1399278 0.04446252
S5_1088416 5 1399780 0.2597982
S5_1089152 5 1400516 0.3730594
S5_1089160 5 1400524 0.4224913
S5_1090827 5 1402191 0.7627196
S5_1090838 5 1402202 0.08951321
S5_1090875 5 1402239 0.6067296
S5_1090877 5 1402241 0.3112625
S5_1090879 5 1402243 0.3070743
S5_1090882 5 1402246 0.3470055
S5_1100370 5 1402904 0.08721843
S5_1101063 5 1403597 0.5465478
S5_1101133 5 1403667 0.08129762
S5_1101148 5 1403682 0.1977115
S5_1101255 5 1403789 0.0103247
S5_1101556 5 1404090 0.8930962
S5_1101878 5 1404412 0.9683813
S5_1104991 5 1407525 0.5400194
S5_1105609 5 1408143 0.2581968
S5_1105628 5 1408162 0.7087364
S5_1105655 5 1408189 0.6153757
S5_1105676 5 1408210 0.5632406
S5_1105694 5 1408228 0.6918945
S5_1105707 5 1408241 0.173333
S5_1105819 5 1408353 0.8351876
S5_1105866 5 1408400 0.5885155
S5_1123175 5 1436109 0.7910541
S5_1123256 5 1436190 0.2837375
S5_1129319 5 1442253 0.1416641
S5_1129840 5 1442774 0.09569343
S5_1182565 5 1494730 0.09678182
S5_1182636 5 1494801 0.8899078
S5_1182643 5 1494808 0.92381
S5_1182692 5 1494857 0.3080273
S5_1182693 5 1494858 0.3001869
S5_1182700 5 1494865 0.4149452
S5_1182960 5 1495125 0.006502138
S5_1182969 5 1495134 0.7458851
S5_1183634 5 1495799 0.4806928
S5_1183707 5 1495872 0.4062652
S5_1183724 5 1495889 0.4181993
S5_1183730 5 1495895 0.7770314
S5_1183733 5 1495898 0.9494865
S5_1183738 5 1495903 0.08554991
S5_1184471 5 1496636 0.5540577
S5_1184489 5 1496654 0.5351947
S5_1184507 5 1496672 0.5320935
S5_1184511 5 1496676 0.4257396
S5_1184559 5 1496724 0.7372808
S5_1184560 5 1496725 0.589798
S5_1184565 5 1496730 0.4877449
S5_1184614 5 1496779 0.3893277
S5_1184617 5 1496782 0.321492
S5_1184648 5 1496813 0.9330151
S5_1184649 5 1496814 0.3551273
S5_1184654 5 1496819 0.3366888
S5_1184663 5 1496828 0.4109481
S5_1184717 5 1496882 0.5095312
S5_1185116 5 1497281 0.5634262
S5_1185270 5 1497435 0.6376179
S5_1229488 5 1541702 0.7891811
S5_1229507 5 1541721 0.4416977
S5_1229573 5 1541787 0.3315668
S5_1229576 5 1541790 0.4349717
S5_1229587 5 1541801 0.2844684
S5_1229601 5 1541815 0.904146
S5_1231781 5 1543995 0.7184305
S5_1231808 5 1544022 0.2734093
S5_1231907 5 1544121 0.7982059
S5_1231983 5 1544197 0.6032453
S5_1231998 5 1544212 0.1375303
S5_1232009 5 1544223 0.6890941
S5_1232014 5 1544228 0.598504
S5_1232105 5 1544319 0.5392529
S5_1232121 5 1544335 0.2510951
S5_1232124 5 1544338 0.1428719
S5_1232132 5 1544346 0.5755714
S5_1232156 5 1544370 0.6714938
S5_1234518 5 1546736 0.1975005
S5_1234523 5 1546741 0.3065679
S5_1234672 5 1546890 0.4773667
S5_1234691 5 1546909 0.8605016
S5_1234695 5 1546913 0.6930981
S5_1236483 5 1548622 0.8445059
S5_1236495 5 1548634 0.3246592
S5_1236520 5 1548659 0.1465665
S5_1236834 5 1548973 0.1505887
S5_1237144 5 1549283 0.1728516
S5_1237175 5 1549314 0.7116547
S5_1237187 5 1549326 0.323027
S5_1238868 5 1551007 0.3835177
S5_1238871 5 1551010 0.4397897
S5_1238872 5 1551011 0.4303875
S5_1238874 5 1551013 0.4303875
S5_1238876 5 1551015 0.4397897
S5_1238877 5 1551016 0.4397897
S5_1238880 5 1551019 0.4397897
S5_1238881 5 1551020 0.4303875
S5_1238885 5 1551024 0.4303875
S5_1238895 5 1551034 0.4303875
S5_1238896 5 1551035 0.4303875
S5_1238984 5 1551123 0.5652723
S5_1239441 5 1551580 0.1590673
S5_1239454 5 1551593 0.316876
S5_1239455 5 1551594 0.4581386
S5_1239530 5 1551669 0.3836529
S5_1239548 5 1551687 0.3836529
S5_1239549 5 1551688 0.4350388
S5_1239563 5 1551702 0.724507
S5_1239585 5 1551724 0.838652
S5_1239588 5 1551727 0.7412601
S5_1240629 5 1552768 0.7565987
S5_1242873 5 1555012 0.1902682
S5_1242897 5 1555036 0.7992026
S5_1249083 5 1561355 0.7832806
S5_1249137 5 1561409 0.1048775
S5_1249162 5 1561434 0.3100981
S5_1249202 5 1561474 0.03102839
S5_1249203 5 1561475 0.0423011
S5_1249223 5 1561495 0.2430505
S5_1249261 5 1561533 0.6526837
S5_1250903 5 1563175 0.8584349
S5_1251295 5 1563567 0.8634156
S5_1252000 5 1564272 0.8958245
S5_1252003 5 1564275 0.7491481
S5_1252152 5 1564424 0.7026155
S5_1258484 5 1570756 0.5578172
S5_1258801 5 1571073 0.8754935
S5_1258807 5 1571079 0.4984583
S5_1315634 5 1622911 0.1180781
S5_1315672 5 1622949 0.1378833
S5_1315682 5 1622959 0.1633586
S5_1316071 5 1623348 0.7644523
S5_1319442 5 1626719 0.1254747
S5_1319560 5 1626837 0.8467966
S5_1319562 5 1626839 0.4438412
S5_1319672 5 1626949 0.6707349
S5_1319717 5 1626994 0.20407
S5_1319817 5 1627094 0.6502038
S5_1321833 5 1629110 0.03751032
S5_1321965 5 1629242 0.4802256
S5_1326058 5 1633335 0.6389533
S5_1326078 5 1633355 0.6427334
S5_1326092 5 1633369 0.6876935
S5_1326093 5 1633370 0.5413154
S5_1333366 5 1642420 0.4717816
S5_1333369 5 1642423 0.1586832
S5_1333371 5 1642425 0.4403881
S5_1333372 5 1642426 0.5127858
S5_1333374 5 1642428 0.5601783
S5_1333375 5 1642429 0.5658327
S5_1333413 5 1642467 0.3500465
S5_1333415 5 1642469 0.9695402
S5_1333416 5 1642470 0.1798724
S5_1333417 5 1642471 0.3500465
S5_1333439 5 1642493 0.4526824
S5_1333468 5 1642522 0.6117004
S5_1340693 5 1647108 0.7999492
S5_1340714 5 1647129 0.7516538
S5_1340738 5 1647153 0.5261256
S5_1341465 5 1647880 0.2399055
S5_1341575 5 1647990 0.1482965
S5_1341613 5 1648028 0.5840177
S5_1357076 5 1664595 0.2818662
S5_1357125 5 1664644 0.6059024
S5_1357150 5 1664669 0.2760549
S5_1441923 5 1756841 0.8299049
S5_1441930 5 1756848 0.04632136
S5_1442012 5 1756930 0.6344877
S5_1442132 5 1757050 0.05256972
S5_1442161 5 1757079 0.6812355
S5_1442632 5 1757550 0.2969056
S5_1442639 5 1757557 0.4809738
S5_1442644 5 1757562 0.7199363
S5_1442646 5 1757564 0.8161499
S5_1442651 5 1757569 0.4697388
S5_1442652 5 1757570 0.4174205
S5_1442653 5 1757571 0.5407597
S5_1442654 5 1757572 0.4174205
S5_1442658 5 1757576 0.7135472
S5_1442692 5 1757610 0.2180908
S5_1442715 5 1757633 0.9414836
S5_1442720 5 1757638 0.3951728
S5_1442727 5 1757645 0.9685032
S5_1442904 5 1757822 0.07278538
S5_1442942 5 1757860 0.3362201
S5_1442961 5 1757879 0.4153843
S5_1443038 5 1757956 0.09383845
S5_1443039 5 1757957 0.9908247
S5_1443046 5 1757964 0.3978273
S5_1443117 5 1758035 0.4988401
S5_1460628 5 1775540 0.3038463
S5_1460712 5 1775624 0.6550273
S5_1460718 5 1775630 0.02804415
S5_1461001 5 1775913 0.1148822
S5_1461023 5 1775935 0.1282165
S5_1461024 5 1775936 0.711312
S5_1464899 5 1779811 0.6884241
S5_1464902 5 1779814 0.1174533
S5_1464903 5 1779815 0.9286838
S5_1464905 5 1779817 0.8443471
S5_1464908 5 1779820 0.3433596
S5_1465090 5 1780002 0.7144744
S5_1465117 5 1780029 0.5754243
S5_1465119 5 1780031 0.6336734
S5_1465124 5 1780036 0.7559331
S5_1465127 5 1780039 0.3770047
S5_1465148 5 1780060 0.7833607
S5_1487654 5 1803413 0.5260772
S5_1487673 5 1803432 0.7781967
S5_1488727 5 1804486 0.3651386
S5_1488904 5 1804663 0.9902397
S5_1488912 5 1804671 0.8350037
S5_1488946 5 1804705 0.6588302
S5_1491098 5 1806857 0.9036184
S5_1491119 5 1806878 0.5398444
S5_1491131 5 1806890 0.9932501
S5_1491200 5 1806959 0.1198049
S5_1491295 5 1807054 0.9546417
S5_1491313 5 1807072 0.4583095
S5_1491317 5 1807076 0.9396223
S5_1491341 5 1807100 0.5522148
S5_1525669 5 1838724 0.081852
S5_1525931 5 1838986 0.1420693
S5_1526149 5 1839204 0.4667293
S5_1526161 5 1839216 0.8957856
S5_1527000 5 1840055 0.6886443
S5_1527023 5 1840078 0.8297309
S5_1527581 5 1840636 0.06176592
S5_1528351 5 1841406 0.6380586
S5_1528357 5 1841412 0.3000663
S5_1528361 5 1841416 0.8276442
S5_1528395 5 1841450 0.8396085
S5_1528403 5 1841458 0.7387839
S5_1528482 5 1841537 0.7383887
S5_1528523 5 1841578 0.8783481
S5_1531680 5 1844735 0.8014072
S5_1531705 5 1844760 0.9177067
S5_1531720 5 1844775 0.8915403
S5_1531780 5 1844835 0.2768207
S5_1531802 5 1844857 0.1006586
S5_1531805 5 1844860 0.05771373
S5_1533210 5 1846265 0.2017535
S5_1533481 5 1846536 0.6311125
S5_1533483 5 1846538 0.6056812
S5_1533487 5 1846542 0.6280941
S5_1533567 5 1846622 0.7237465
S5_1533569 5 1846624 0.7398501
S5_1535684 5 1848739 0.5126864
S5_1535792 5 1848847 0.930809
S5_1535821 5 1848876 0.1061027
S5_1536367 5 1849422 0.6876094
S5_1536391 5 1849446 0.521861
S5_1537381 5 1850436 0.1735231
S5_1537396 5 1850451 0.6693421
S5_1537405 5 1850460 0.5853096
S5_1537588 5 1850643 0.6944947
S5_1537590 5 1850645 0.9279917
S5_1537625 5 1850680 0.1139753
S5_1537649 5 1850704 0.05992735
S5_1537672 5 1850727 0.9923338
S5_1537673 5 1850728 0.839594
S5_1538226 5 1851281 0.5290447
S5_1538229 5 1851284 0.8002097
S5_1538244 5 1851299 0.5356606
S5_1538281 5 1851336 0.9283819
S5_1538282 5 1851337 0.8881395
S5_1538285 5 1851340 0.6153682
S5_1538374 5 1851429 0.2973466
S5_1538382 5 1851437 0.9751896
S5_1538383 5 1851438 0.9336911
S5_1538395 5 1851450 0.4805345
S5_1538423 5 1851478 0.2502842
S5_1539110 5 1852165 0.9067335
S5_1539130 5 1852185 0.8106842
S5_1539134 5 1852189 0.9316405
S5_1539141 5 1852196 0.7040433
S5_1539612 5 1852667 0.4228837
S5_1539613 5 1852668 0.1025522
S5_1539615 5 1852670 0.4246988
S5_1539617 5 1852672 0.4102927
S5_1539618 5 1852673 0.1602383
S5_1539619 5 1852674 0.1477728
S5_1539620 5 1852675 0.7116383
S5_1539621 5 1852676 0.1228256
S5_1539622 5 1852677 0.6252268
S5_1539624 5 1852679 0.2696741
S5_1539626 5 1852681 0.360994
S5_1539628 5 1852683 0.5248791
S5_1539629 5 1852684 0.4638926
S5_1539630 5 1852685 0.0404515
S5_1539715 5 1852770 0.2272293
S5_1539805 5 1852860 0.6617163
S5_1539806 5 1852861 0.6822053
S5_1539815 5 1852870 0.07077694
S5_1539890 5 1852945 0.732528
S5_1539949 5 1853004 0.4808302
S5_1539994 5 1853049 0.8010441
S5_1539995 5 1853050 0.6833259
S5_1541674 5 1854729 0.8482482
S5_1543294 5 1856349 0.2351644
S5_1543299 5 1856354 0.3352318
S5_1543301 5 1856356 0.3616654
S5_1543319 5 1856374 0.5569587
S5_1543332 5 1856387 0.817586
S5_1543548 5 1856603 0.6083107
S5_1543575 5 1856630 0.35292
S5_1543579 5 1856634 0.3999861
S5_1543580 5 1856635 0.3975385
S5_1543583 5 1856638 0.4033435
S5_1543888 5 1856943 0.9114202
S5_1544026 5 1857081 0.6729456
S5_1544753 5 1857808 0.7108595
S5_1544814 5 1857869 0.6814445
S5_1544816 5 1857871 0.6814445
S5_1544820 5 1857875 0.6814445
S5_1545835 5 1858890 0.1065237
S5_1545880 5 1858935 0.1408575
S5_1545967 5 1859022 0.6131684
S5_1545970 5 1859025 0.1179514
S5_1546003 5 1859058 0.04386455
S5_1546048 5 1859103 0.03291968
S5_1546458 5 1859513 0.4817621
S5_1546459 5 1859514 0.6463316
S5_1547897 5 1861379 0.2088962
S5_1547930 5 1861412 0.2647625
S5_1547945 5 1861427 0.7277417
S5_1551624 5 1865106 0.1868155
S5_1551650 5 1865132 0.4152328
