rs chr ps p_wald
S8_17988 8 363813 0.9895721
S8_18006 8 363831 0.01877242
S8_44573 8 390398 0.6357677
S8_44604 8 390429 0.7686425
S8_44724 8 390549 0.06469522
S8_65923 8 411824 0.006687063
S8_66045 8 411946 0.3500138
S8_66204 8 412105 0.2680008
S8_66240 8 412141 0.5570567
S8_96125 8 442779 0.8270011
S8_96127 8 442781 0.6501124
S8_96128 8 442782 0.6582493
S8_96135 8 442789 0.5766792
S8_96136 8 442790 0.5766792
S8_96153 8 442807 0.8698027
S8_96219 8 442873 0.28796
S8_96248 8 442902 0.6509543
S8_96344 8 442998 0.160627
S8_96346 8 443000 0.1535639
S8_96526 8 443180 0.672731
S8_96539 8 443193 0.02892855
S8_96540 8 443194 0.02766573
S8_96620 8 443274 0.2794328
S8_96667 8 443321 0.9005885
S8_96789 8 443443 0.2497229
S8_96843 8 443497 0.633385
S8_97045 8 443699 0.09167173
S8_97275 8 443929 0.8454978
S8_97337 8 443991 0.9162703
S8_97338 8 443992 0.9734337
S8_97341 8 443995 0.8110903
S8_97371 8 444025 0.9882349
S8_97579 8 444233 0.006561708
S8_97623 8 444277 0.6606055
S8_97635 8 444289 0.7075444
S8_97695 8 444349 0.5099228
S8_97749 8 444403 0.8232452
S8_97806 8 444460 0.09154614
S8_97827 8 444481 0.09431782
S8_98088 8 444742 0.9908033
S8_168209 8 515338 0.7709306
S8_169301 8 516430 0.7250699
S8_169481 8 516610 0.5173354
S8_170987 8 518116 0.2985994
S8_172336 8 519465 0.04487591
S8_172352 8 519481 0.02415071
S8_172422 8 519551 0.8475748
S8_173438 8 520567 0.3062705
S8_213674 8 560775 0.8878064
S8_213721 8 560822 0.7756312
S8_213745 8 560846 0.00331272
S8_213772 8 560873 0.7173919
S8_289735 8 662417 0.02378389
S8_289869 8 662551 0.5640882
S8_289903 8 662585 0.3951942
S8_331810 8 708286 0.5255283
S8_331835 8 708261 0.9544235
S8_333562 8 706534 0.9683387
S8_333590 8 706506 0.9117251
S8_333591 8 706505 0.811166
S8_333592 8 706504 0.9049586
S8_333593 8 706503 0.7786707
S8_333596 8 706500 0.8508996
S8_333597 8 706499 0.9556936
S8_333599 8 706497 0.9212616
S8_333601 8 706495 0.8717627
S8_333602 8 706494 0.9823905
S8_333603 8 706493 0.7285671
S8_333605 8 706491 0.9490356
S8_333606 8 706490 0.7917094
S8_333607 8 706489 0.7117031
S8_333608 8 706488 0.8661941
S8_333609 8 706487 0.7703251
S8_333621 8 706475 0.4439429
S8_333645 8 706451 0.3727268
S8_356558 8 618259 0.7263599
S8_356599 8 618300 0.2146188
S8_398979 8 741938 0.8248315
S8_399021 8 741980 0.5521247
S8_399057 8 742016 0.08333557
S8_399407 8 742366 0.2664862
S8_399752 8 742711 0.05567089
S8_399869 8 742828 0.3466796
S8_399870 8 742829 0.4266543
S8_399872 8 742831 0.4732806
S8_399925 8 742884 0.1449742
S8_399976 8 742935 0.6203869
S8_400002 8 742961 0.6977062
S8_400004 8 742963 0.6438222
S8_400006 8 742965 0.5386018
S8_400009 8 742968 0.3565678
S8_400010 8 742969 0.3208903
S8_400011 8 742970 0.3208903
S8_400013 8 742972 0.3208903
S8_400014 8 742973 0.5361888
S8_400023 8 742982 0.3208903
S8_400025 8 742984 0.5625574
S8_400028 8 742987 0.3599553
S8_400029 8 742988 0.5361888
S8_400928 8 743887 0.0132905
S8_400954 8 743913 0.1461147
S8_400956 8 743915 0.122404
S8_400973 8 743932 0.7129892
S8_400994 8 743953 0.5158503
S8_401002 8 743961 0.7847661
S8_401016 8 743975 0.1202177
S8_401031 8 743990 0.1210684
S8_401048 8 744007 0.8035344
