Marker Chr Pos p
S10_91237 10 91237 0.000432450368049402
S10_234317 10 234317 0.000543072691729637
S10_415204 10 415204 0.000747624552008163
S10_448052 10 448052 0.000286491014647899
S10_500479 10 500479 0.000179797217901095
S10_500798 10 500798 0.000151012270879326
S10_724504 10 724504 0.000631417085232595
S10_759629 10 759629 4.77239286297269e-05
S10_769216 10 769216 6.23248400061417e-05
S10_966520 10 966520 1.9683704857302e-06
S10_1014419 10 1014419 9.99860955467489e-06
S10_1014477 10 1014477 9.99860955467489e-06
S10_1118424 10 1118424 0.000667721731326983
S10_1118445 10 1118445 0.000667721731326983
S10_1158025 10 1158025 0.000306303417288274
S10_1183311 10 1183311 0.000588441226939497
S10_1209267 10 1209267 6.40466060348838e-06
S10_1509645 10 1509645 5.6326978041171e-05
S10_1572689 10 1572689 5.03612871606789e-07
S10_1608645 10 1608645 4.40788775714452e-05
S10_1735164 10 1735164 0.000155302077116591
S10_1796309 10 1796309 0.000762566804522676
S10_1813266 10 1813266 0.000631781525957672
S10_1820216 10 1820216 0.000285467340019559
S10_1820254 10 1820254 0.000587853332043895
S10_1903810 10 1903810 7.21577408729719e-05
S10_1916532 10 1916532 3.91155340367629e-07
S10_2021110 10 2021110 0.000535727604216953
S10_2039175 10 2039175 2.37042945626639e-05
S10_2044326 10 2044326 0.000469073384788312
S10_2077612 10 2077612 0.000578878978982607
S10_2100289 10 2100289 4.9601154332803e-05
S10_2106421 10 2106421 1.30450988639941e-06
S10_2106422 10 2106422 1.30450988639941e-06
S10_2321797 10 2321797 2.81371480254608e-05
S10_2374649 10 2374649 0.000220572266751339
S10_2389810 10 2389810 0.000155873923401386
S10_2415463 10 2415463 1.26675196758258e-05
S10_2486807 10 2486807 0.0003005157219642
S10_2559876 10 2559876 2.23444184543308e-05
S10_2559888 10 2559888 1.79327965651571e-06
S10_2624979 10 2624979 0.000657560585731955
S10_2649259 10 2649259 0.000559750202642946
S10_2679089 10 2679089 3.34545404767267e-06
S10_2688065 10 2688065 0.00035237138399172
S10_2742423 10 2742423 1.00587441835555e-05
S10_2832504 10 2832504 0.000174800368173412
S10_2870994 10 2870994 3.94436034228545e-05
S10_2876750 10 2876750 2.30985763266083e-05
S10_2968673 10 2968673 5.73537662476704e-06
S10_3032430 10 3032430 0.000955001379930163
S10_3083151 10 3083151 0.000591680889067379
S10_3129317 10 3129317 9.48101486469281e-07
S10_3129571 10 3129571 0.000198232270616966
S10_3137190 10 3137190 0.000812423452665248
S10_3170321 10 3170321 5.00245477760889e-07
S10_3170327 10 3170327 5.00245477760962e-07
S10_3198805 10 3198805 0.00074062412652242
S10_3202202 10 3202202 0.000304375288152514
S10_3650838 10 3650838 0.000968377915528229
S10_3696947 10 3696947 2.80523945140843e-05
S10_3774652 10 3774652 0.000342056435963012
S10_3897773 10 3897773 5.65051125579578e-06
S10_3897805 10 3897805 5.6505112557979e-06
S10_4144548 10 4144548 2.72625996770531e-05
S10_4144623 10 4144623 0.000346258768793825
S10_4157883 10 4157883 1.68444421046581e-06
S10_4172993 10 4172993 4.02974335172025e-06
S10_4173011 10 4173011 1.52561195905038e-05
S10_4173048 10 4173048 1.03650391450417e-06
S10_4174773 10 4174773 4.9036294160464e-05
S10_4174829 10 4174829 3.13956061241689e-06
S10_4190048 10 4190048 0.000263820065344817
S10_4192881 10 4192881 1.46163942435838e-05
S10_4195092 10 4195092 0.000507890180370329
S10_4221361 10 4221361 0.00081878359452475
S10_4290636 10 4290636 0.000183800830260095
S10_4370329 10 4370329 0.000891173537896942
S10_4533984 10 4533984 0.000336136382459674
S10_4556438 10 4556438 2.74391516365617e-05
S10_4556460 10 4556460 0.000161345043606707
S10_4564916 10 4564916 8.22622316350843e-06
S10_4671260 10 4671260 2.38882516457601e-05
S10_4744220 10 4744220 4.36604668883402e-08
S10_4766239 10 4766239 0.000245467068821886
S10_4766360 10 4766360 0.00014170531285226
S10_4803422 10 4803422 0.000345282555255094
S10_4821027 10 4821027 0.000167875513377219
S10_4821029 10 4821029 0.000167875513377262
S10_4821030 10 4821030 0.00075222153316383
S10_4821036 10 4821036 0.000167875513377262
S10_5074052 10 5074052 0.000856549603222678
S10_5176007 10 5176007 3.8014834521801e-06
S10_5565373 10 5565373 2.82569954555665e-05
S10_5613330 10 5613330 4.31256356216611e-06
S10_5613331 10 5613331 4.31256356216611e-06
S10_5614028 10 5614028 0.000468156382296919
S10_5620624 10 5620624 0.00012925354815769
S10_5667898 10 5667898 1.81918151714669e-05
S10_5934290 10 5934290 0.00041346516623456
S10_5937972 10 5937972 0.000432728547294561
S10_5937977 10 5937977 0.000432728547294561
S10_5957243 10 5957243 0.000400849032361487
S10_6012028 10 6012028 0.000657389497148261
S10_6066053 10 6066053 4.42461980870649e-05
S10_6115465 10 6115465 3.65673061999451e-05
S10_6205516 10 6205516 7.40515012854863e-06
S10_6218938 10 6218938 0.000937796896690495
S10_6247497 10 6247497 0.000618837787335067
S10_6267122 10 6267122 1.8947832703522e-06
S10_6340096 10 6340096 0.000347341262299582
S10_6340120 10 6340120 0.000347341262299582
S10_6385469 10 6385469 8.65360568406869e-05
S10_6553735 10 6553735 6.68320453145507e-08
S10_6559622 10 6559622 0.000394767755623934
S10_6692416 10 6692416 0.000287231954938541
S10_6692417 10 6692417 3.62173723655546e-05
S10_6693585 10 6693585 0.00018097641639084
S10_6693603 10 6693603 0.00018097641639084
S10_6708578 10 6708578 0.000111514841254587
S10_6708581 10 6708581 0.00019556705594721
S10_6708724 10 6708724 7.9850762353427e-06
S10_6713175 10 6713175 0.00077397498794144
S10_6754083 10 6754083 1.99302585463616e-06
S10_6966670 10 6966670 4.78245150566127e-09
S10_6966814 10 6966814 0.00038433540528049
S10_7014736 10 7014736 0.000426207562375732
S10_7014739 10 7014739 0.000426207562375732
S10_7014745 10 7014745 0.000328810734240643
S10_7016837 10 7016837 0.000705783105524617
S10_7248975 10 7248975 0.000147790962009266
S10_7360103 10 7360103 0.000643763179474959
S10_7373375 10 7373375 0.00013729515888271
S10_7373376 10 7373376 0.00013729515888271
S10_7443617 10 7443617 4.88447177083814e-05
S10_7443991 10 7443991 5.25144718950574e-10
S10_7449781 10 7449781 6.39058093551939e-07
S10_7458218 10 7458218 0.000420890624322222
S10_7503663 10 7503663 0.000173065881479074
S10_7504161 10 7504161 9.32350901381051e-05
S10_7516582 10 7516582 0.000206728559578031
S10_7522143 10 7522143 0.000161372861996298
S10_7605427 10 7605427 0.000565118447408636
S10_7605433 10 7605433 0.000565118447408636
S10_7627311 10 7627311 0.000440786466288486
S10_7638467 10 7638467 0.000258764185554846
S10_7638518 10 7638518 0.00025876418555492
S10_7640277 10 7640277 0.000506853043423604
S10_7640286 10 7640286 0.00045368633098266
S10_7640289 10 7640289 0.000506853043423335
S10_7732358 10 7732358 1.19029693130094e-05
S10_7766514 10 7766514 0.000885405437657221
S10_7771626 10 7771626 9.58734109001727e-06
S10_7831725 10 7831725 2.60040323735814e-09
S10_7847258 10 7847258 1.48910724938464e-06
S10_7857325 10 7857325 0.000508876651036228
S10_7857399 10 7857399 9.00205999327031e-05
S10_7874906 10 7874906 1.29965231604083e-05
S10_7874912 10 7874912 2.20162161907254e-06
S10_7878497 10 7878497 0.00076897769109117
S10_7889239 10 7889239 0.000346563182465667
S10_7933697 10 7933697 4.6938851576417e-05
S10_8014874 10 8014874 1.93040316863655e-06
S10_8092294 10 8092294 0.000287340124731519
S10_8101321 10 8101321 0.000858606548985935
S10_8101322 10 8101322 0.000846957631338236
S10_8101573 10 8101573 6.24539493618202e-05
S10_8101590 10 8101590 6.24539493618202e-05
S10_8107550 10 8107550 0.000285823188553812
S10_8350886 10 8350886 5.63385900708025e-05
S10_8389603 10 8389603 0.000771287190247949
S10_8485910 10 8485910 6.30045962171972e-05
S10_8486098 10 8486098 0.000509758312654787
S10_8524324 10 8524324 0.000153906847741547
S10_8524545 10 8524545 3.93246562775562e-09
S10_8562797 10 8562797 0.000126445887224506
S10_8594712 10 8594712 1.41495802732739e-08
S10_8605989 10 8605989 7.3604105603342e-05
S10_8606359 10 8606359 0.000672868200701846
S10_8606367 10 8606367 1.09469584226893e-08
S10_8619452 10 8619452 2.5077740863825e-11
S10_8635138 10 8635138 0.000771510352849645
S10_8646150 10 8646150 2.68127208673098e-13
S10_8646151 10 8646151 2.68127208673098e-13
S10_8646155 10 8646155 2.68127208673098e-13
S10_8649581 10 8649581 0.000274198332294424
