Marker Chr Pos p
S4_162076 4 162076 0.000968914705768639
S4_572843 4 572843 5.05033411004571e-05
S4_886669 4 886669 0.00081493573587628
S4_1026843 4 1026843 0.000190825905475184
S4_1027105 4 1027105 0.000359440873591425
S4_1027141 4 1027141 0.000717100856480649
S4_1027201 4 1027201 0.00040816978394496
S4_1029088 4 1029088 0.000682106099570605
S4_1029202 4 1029202 0.000716489821771898
S4_1055316 4 1055316 0.00011160077193178
S4_1055371 4 1055371 0.000111600771931767
S4_1121425 4 1121425 0.000954038032157622
S4_1121455 4 1121455 0.000954038032157622
S4_1209693 4 1209693 0.000404990246309117
S4_1216829 4 1216829 4.29280251395584e-05
S4_1269945 4 1269945 0.00087990525042983
S4_1389120 4 1389120 0.000859409128637693
S4_1389140 4 1389140 0.000817186869380136
S4_1664568 4 1664568 4.24169636506443e-05
S4_1665078 4 1665078 0.000217872014910884
S4_1665365 4 1665365 0.000118845117006043
S4_1974970 4 1974970 0.000657509880925501
S4_1987190 4 1987190 0.000396314971520932
S4_2297336 4 2297336 0.000422845643132608
S4_2467085 4 2467085 0.000772979137878079
S4_2777308 4 2777308 0.00023696853941266
S4_2777376 4 2777376 0.00032142793596455
S4_2868318 4 2868318 5.80150908899582e-05
S4_3058507 4 3058507 0.000157040216424641
S4_3559057 4 3559057 0.000546513916485085
S4_3808395 4 3808395 0.000217065864423589
S4_3869632 4 3869632 0.000683183069900057
S4_3869704 4 3869704 0.000861791685354972
S4_3869715 4 3869715 0.000861791685354972
S4_3873096 4 3873096 0.000726095878385889
S4_4005336 4 4005336 0.000295180942368823
S4_4227019 4 4227019 0.000338964852329957
S4_4251089 4 4251089 0.000365601383422699
S4_4547729 4 4547729 0.000746812469626645
S4_4838828 4 4838828 0.000532337074777737
S4_4853353 4 4853353 0.000577054402835622
S4_4853356 4 4853356 0.000577054402835622
S4_4878076 4 4878076 1.59309776192745e-05
S4_5076153 4 5076153 5.93389443422982e-05
S4_5103375 4 5103375 1.01526448816819e-05
S4_5131027 4 5131027 7.26556565905226e-05
S4_5445452 4 5445452 0.000125774795222111
S4_5644780 4 5644780 0.000490241156579159
S4_5796433 4 5796433 0.000672184774340487
S4_5829151 4 5829151 0.00042972123444724
S4_5832683 4 5832683 5.71316531741312e-05
S4_5986144 4 5986144 0.000958007844192893
S4_6004254 4 6004254 0.000479061127234396
S4_6213968 4 6213968 0.000274079338602147
S4_6353122 4 6353122 0.000814835805885374
S4_6439556 4 6439556 1.79908438111075e-06
S4_6450105 4 6450105 1.61502279940979e-05
S4_6461574 4 6461574 0.000391312349159748
S4_6461794 4 6461794 0.000206581203951164
S4_6461797 4 6461797 0.000206581203951164
S4_6728954 4 6728954 0.000846843702802182
S4_6817926 4 6817926 0.000195435871675851
S4_6898676 4 6898676 0.000120714927987681
S4_6981988 4 6981988 0.000429216748156395
S4_6981994 4 6981994 0.000429216748156395
S4_6982015 4 6982015 3.53114001585356e-05
S4_6996587 4 6996587 0.000793900982866797
S4_7008922 4 7008922 1.76702592973142e-06
S4_7065718 4 7065718 0.000887153798770726
S4_7124372 4 7124372 0.00067862171617256
S4_7124395 4 7124395 0.00084103148198142
S4_7237032 4 7237032 0.000315859088245044
S4_7237033 4 7237033 0.000315859088245044
S4_7258258 4 7258258 0.000146764224426273
S4_7375935 4 7375935 5.96974405601677e-05
S4_7381362 4 7381362 0.000493802214193555
S4_7466555 4 7466555 7.4617722222963e-05
S4_7487102 4 7487102 0.000804564468629028
S4_7503757 4 7503757 0.000641678595250491
S4_7503759 4 7503759 0.000806350375117074
S4_7522318 4 7522318 1.47324956539124e-05
S4_7524853 4 7524853 1.12325748316534e-06
S4_8013340 4 8013340 0.00066052627619986
S4_8013346 4 8013346 0.00066052627619986
S4_8018906 4 8018906 0.00051630489964412
S4_8018939 4 8018939 8.52429350248346e-05
S4_8022109 4 8022109 0.000867094069678863
S4_8022264 4 8022264 0.000561672979518188
S4_8022269 4 8022269 0.000561672979518188
S4_8157057 4 8157057 0.000464887229829263
S4_8214060 4 8214060 0.000991009805468265
S4_8257769 4 8257769 6.26687003339652e-05
S4_8260225 4 8260225 0.000502586723434345
S4_8291957 4 8291957 0.000103103701589891
S4_8293390 4 8293390 3.7634026292391e-05
S4_8293912 4 8293912 2.63210811469604e-05
S4_8293952 4 8293952 4.79481078332758e-05
S4_8294327 4 8294327 1.61351144347319e-05
S4_8308684 4 8308684 0.0006701452139893
S4_8335154 4 8335154 0.000893309634806984
S4_8335194 4 8335194 0.000312902919287466
S4_8356606 4 8356606 0.000519512826111379
S4_8400797 4 8400797 0.000569291467432224
S4_8412899 4 8412899 0.000868520906706217
S4_8670509 4 8670509 6.48361122535202e-06
S4_8896521 4 8896521 0.000313593395331399
S4_9216380 4 9216380 4.09948478052049e-05
S4_9982582 4 9982582 0.000197676935204831
S4_10264384 4 10264384 1.76018633712356e-05
S4_10264555 4 10264555 2.79629225182099e-09
S4_10265270 4 10265270 0.000216011240034936
S4_10265294 4 10265294 0.000252079199862704
S4_10269415 4 10269415 0.000819686548906847
S4_10306197 4 10306197 7.92993911312368e-07
S4_10800628 4 10800628 0.000920216038204598
S4_11067348 4 11067348 0.00094031408686518
S4_11150479 4 11150479 0.00031755488224114
S4_11150484 4 11150484 0.00031755488224114
S4_12172283 4 12172283 0.000219253916834573
S4_12284964 4 12284964 0.000919384616535513
S4_12353095 4 12353095 0.000815924958396087
S4_12439630 4 12439630 0.000132374675004926
S4_12457420 4 12457420 3.39962289754169e-05
S4_12484775 4 12484775 0.000943367910978386
S4_12581642 4 12581642 0.000403186895129266
S4_12670044 4 12670044 1.76622794075153e-05
S4_13583853 4 13583853 3.77555073098179e-05
S4_13745561 4 13745561 0.000503315568559717
S4_14029733 4 14029733 0.000765564894183696
S4_14971534 4 14971534 8.3727877756431e-06
S4_20452384 4 20452384 0.000597173317292559
S4_21129296 4 21129296 5.145802857698e-06
S4_24115869 4 24115869 0.000638041679023561
S4_24116729 4 24116729 0.000427698501280895
S4_24157370 4 24157370 0.000189044576928677
S4_25644295 4 25644295 1.19382878540504e-05
S4_38348026 4 38348026 0.000167791167729847
S4_40894767 4 40894767 1.56743136206536e-05
S4_42748188 4 42748188 6.30845721390409e-05
S4_45550177 4 45550177 0.000273554785367455
S4_45579948 4 45579948 0.000152455333223062
S4_45579959 4 45579959 0.000152455333223062
S4_45579981 4 45579981 0.000162117552319794
S4_45717485 4 45717485 1.05309181357104e-05
S4_46652119 4 46652119 0.000916647250257716
S4_47184727 4 47184727 0.000204435541993014
S4_47197759 4 47197759 0.000840292771194379
S4_47456484 4 47456484 0.000924373869272558
S4_47475448 4 47475448 7.01794865613953e-06
S4_47476558 4 47476558 0.000129641080723463
S4_47705934 4 47705934 0.000142931858779905
S4_47748907 4 47748907 1.27266548345376e-05
S4_47750507 4 47750507 7.62829911066967e-05
S4_47750510 4 47750510 7.62829911066967e-05
S4_47752145 4 47752145 0.000140648121806808
S4_47769499 4 47769499 6.90440816839759e-05
S4_47786818 4 47786818 0.000233135917496973
S4_47863856 4 47863856 0.00033041588527245
S4_47866970 4 47866970 0.000762922202900538
S4_47889530 4 47889530 0.000558882505587184
S4_47889628 4 47889628 0.0008862085943876
S4_47969380 4 47969380 0.000238249898177436
S4_47976831 4 47976831 2.17849780496967e-07
