Marker Chr Pos p
S5_202058 5 202058 2.35484418546993e-08
S5_523229 5 523229 0.000644829278889958
S5_623980 5 623980 1.44203747284072e-05
S5_990450 5 990450 2.82220056718658e-06
S5_1102495 5 1102495 0.000880770651361523
S5_1185238 5 1185238 1.49711008563762e-07
S5_1225835 5 1225835 0.000381446726478342
S5_1516250 5 1516250 0.000428369575142684
S5_1649193 5 1649193 0.000157896231985727
S5_1734000 5 1734000 0.000123458130332128
S5_1734035 5 1734035 1.50422490131343e-05
S5_1734080 5 1734080 1.50422490131343e-05
S5_1734124 5 1734124 7.6708971137378e-05
S5_2043968 5 2043968 1.02847737925238e-05
S5_2160501 5 2160501 6.4451455643253e-06
S5_2181377 5 2181377 0.000299279452802732
S5_2513658 5 2513658 1.43807905427182e-11
S5_2513964 5 2513964 4.84331579920652e-06
S5_2515991 5 2515991 5.01633569472317e-06
S5_2752057 5 2752057 0.000324361286528767
S5_2823906 5 2823906 0.000375274231711561
S5_2938145 5 2938145 1.44475528203932e-09
S5_3020090 5 3020090 7.89655031066606e-08
S5_3020113 5 3020113 7.89655031066471e-08
S5_3045829 5 3045829 0.000406133945018801
S5_3227430 5 3227430 5.14604777598357e-05
S5_3231880 5 3231880 9.36079712205366e-06
S5_3320927 5 3320927 0.000947330285499777
S5_3329173 5 3329173 0.000617018492312469
S5_3355802 5 3355802 1.35476062405711e-05
S5_3406451 5 3406451 0.000368012189930554
S5_3697430 5 3697430 1.91258004149839e-05
S5_3941917 5 3941917 0.000285932807946792
S5_3948189 5 3948189 9.90897858073506e-06
S5_4131378 5 4131378 0.000264450298660192
S5_4167768 5 4167768 0.000215774039733294
S5_4240601 5 4240601 1.04980150328387e-07
S5_4259617 5 4259617 9.66401593962259e-08
S5_4259998 5 4259998 5.31716832403902e-07
S5_4501821 5 4501821 2.46284458270272e-05
S5_4511317 5 4511317 0.000449964228616864
S5_4534865 5 4534865 6.73910508830864e-05
S5_4900347 5 4900347 0.000633872240150862
S5_4911153 5 4911153 2.61225390887268e-06
S5_4913543 5 4913543 0.000978769199103835
S5_4922268 5 4922268 0.000146983618140257
S5_4922316 5 4922316 1.70147676357654e-05
S5_4937377 5 4937377 0.000687670549999712
S5_4955749 5 4955749 1.78828533403124e-05
S5_4961978 5 4961978 0.000103591118980066
S5_4975685 5 4975685 0.000365110885733658
S5_5008297 5 5008297 0.000255550607372231
S5_5028587 5 5028587 0.000303446294894907
S5_5225173 5 5225173 1.16437879571452e-05
S5_5260897 5 5260897 5.64484396396424e-05
S5_5342457 5 5342457 4.98265049118128e-05
S5_5514885 5 5514885 5.26208607789818e-09
S5_5557019 5 5557019 2.45780508061661e-05
S5_5711693 5 5711693 0.000968677627569995
S5_5961651 5 5961651 2.73310100305703e-06
S5_6023781 5 6023781 0.000237898821236367
S5_6099199 5 6099199 0.000296704388797119
S5_6185959 5 6185959 7.70544833615881e-08
S5_6185965 5 6185965 7.70544833615881e-08
S5_6185998 5 6185998 6.93450331608629e-08
S5_6186002 5 6186002 7.77864644516975e-08
S5_6529024 5 6529024 0.000844245020939156
S5_6603944 5 6603944 2.49968244152262e-05
S5_6961274 5 6961274 2.95116427155122e-05
S5_7194283 5 7194283 0.000421901189127789
S5_7194284 5 7194284 0.000189465046009257
S5_7287418 5 7287418 0.00066360370302609
S5_7458469 5 7458469 0.000341067569755527
S5_7526534 5 7526534 0.000362666248210859
S5_7526537 5 7526537 0.000362666248210859
S5_7526560 5 7526560 0.000362666248210859
S5_7819246 5 7819246 3.20595831587716e-05
S5_7831491 5 7831491 1.78777997799009e-05
S5_7831533 5 7831533 0.000384242783296134
S5_7885330 5 7885330 1.82172168250094e-07
S5_8000679 5 8000679 1.46029764902489e-07
S5_8016271 5 8016271 6.13778801287667e-06
S5_8028018 5 8028018 0.000508150495283478
S5_8058107 5 8058107 0.000512415609919887
S5_8087952 5 8087952 0.00055407318542378
S5_8253831 5 8253831 2.44726943864669e-05
S5_8375052 5 8375052 9.29233080532204e-05
S5_8829605 5 8829605 4.74587281754669e-05
S5_8835254 5 8835254 0.000804064964882354
S5_8856356 5 8856356 7.06175042957356e-05
S5_8888456 5 8888456 7.79078894129884e-09
S5_8888457 5 8888457 4.93108157140616e-08
S5_8896659 5 8896659 0.00046685244494331
S5_8909834 5 8909834 0.000165189484973539
S5_8913937 5 8913937 3.49470769765957e-05
S5_8917052 5 8917052 0.00011829721699147
S5_8948688 5 8948688 0.000302291626479734
S5_8948700 5 8948700 0.000302291626479734
S5_8958313 5 8958313 0.000113010724988566
S5_8991978 5 8991978 5.62139994017091e-06
S5_8992589 5 8992589 3.06631246840619e-05
S5_9002948 5 9002948 1.22371116114204e-07
S5_9048023 5 9048023 0.000745279714002637
S5_9067214 5 9067214 6.88307795175233e-06
S5_9067513 5 9067513 0.000623632623704103
S5_9067607 5 9067607 1.36928850189201e-05
S5_9181887 5 9181887 1.13854018751861e-08
S5_9189290 5 9189290 1.26649777702357e-05
S5_9192923 5 9192923 3.23853430385206e-06
S5_9307319 5 9307319 1.11225757798417e-05
S5_9348524 5 9348524 3.09817823306804e-05
S5_9348638 5 9348638 1.33342779079997e-06
S5_9348644 5 9348644 1.57853029234658e-06
S5_9348721 5 9348721 0.000324817933405856
S5_9350934 5 9350934 4.80304985593956e-05
S5_9350936 5 9350936 4.80304985593956e-05
S5_9351266 5 9351266 2.52104260840347e-05
S5_9364392 5 9364392 0.000964718970971827
S5_9530517 5 9530517 2.98062548535664e-08
S5_9535232 5 9535232 2.28801105252061e-07
S5_9550991 5 9550991 0.000397375360363329
S5_9554219 5 9554219 9.90813422101334e-05
S5_9554545 5 9554545 0.000664314507186622
S5_10150877 5 10150877 7.49841991487052e-06
S5_10150909 5 10150909 1.16601660583588e-07
S5_10572220 5 10572220 5.15087719823584e-08
S5_10642428 5 10642428 0.000635832817906962
S5_10678991 5 10678991 3.20667956201693e-05
S5_10679131 5 10679131 1.40937204759631e-05
S5_10777105 5 10777105 0.000828899739370971
S5_10929717 5 10929717 0.000652905186638172
S5_11010480 5 11010480 8.95296587697488e-05
S5_11013564 5 11013564 0.000832042575592962
S5_11075260 5 11075260 7.97374361988524e-12
S5_11100013 5 11100013 0.000475532661180608
S5_11100037 5 11100037 0.000475532661180608
S5_11161489 5 11161489 2.97873785017896e-08
S5_11189530 5 11189530 0.000594218204218088
S5_11479964 5 11479964 6.3671412487888e-06
S5_11479972 5 11479972 6.36714124878982e-06
S5_11482186 5 11482186 4.71795514488505e-05
S5_11482206 5 11482206 4.71795514488505e-05
S5_11504819 5 11504819 3.47879446225561e-07
S5_11584565 5 11584565 0.000543189914574464
S5_11863149 5 11863149 3.78557278673875e-11
S5_11932941 5 11932941 0.000123153455296381
S5_11932945 5 11932945 1.10501118810022e-07
S5_11937188 5 11937188 5.59810065181139e-08
S5_12075652 5 12075652 2.48889832885461e-07
S5_12446453 5 12446453 1.35696631217416e-05
