Marker Chr Pos p
S3_21883 3 21883 2.57740719616154e-11
S3_22457 3 22457 8.36376930542507e-24
S3_44883 3 44883 1.41805976828675e-13
S3_65932 3 65932 0.000681348199587134
S3_66950 3 66950 2.72410197703153e-05
S3_67469 3 67469 8.28543682903672e-12
S3_116574 3 116574 2.67579834067796e-15
S3_121681 3 121681 1.20200498836839e-19
S3_122571 3 122571 2.62383854095225e-06
S3_125055 3 125055 5.78246068066869e-07
S3_125058 3 125058 6.16542526664917e-05
S3_130719 3 130719 3.49389530097347e-23
S3_165623 3 165623 1.09309471100857e-19
S3_168286 3 168286 2.81931263656366e-07
S3_168299 3 168299 0.000171968102678101
S3_168313 3 168313 0.000171968102678101
S3_168326 3 168326 4.67705895256676e-07
S3_193522 3 193522 3.21519480231111e-23
S3_193773 3 193773 1.59118442916187e-10
S3_194956 3 194956 0.000473461247599832
S3_195106 3 195106 7.78159760137438e-09
S3_196632 3 196632 1.75742726980731e-05
S3_196898 3 196898 1.85052252084911e-22
S3_197318 3 197318 1.69459271944129e-12
S3_197326 3 197326 6.26772322299264e-07
S3_197327 3 197327 6.40167222982961e-07
S3_197331 3 197331 6.26772322299264e-07
S3_197334 3 197334 6.26772322299264e-07
S3_197336 3 197336 5.1794654270131e-07
S3_197337 3 197337 6.26772322299264e-07
S3_197338 3 197338 0.000101638402909812
S3_204506 3 204506 1.62221078174099e-24
S3_218998 3 218998 4.24176234512327e-06
S3_220266 3 220266 0.000646331181196499
S3_220534 3 220534 0.000900054502247755
S3_220841 3 220841 1.22039655046402e-05
S3_225707 3 225707 4.57371162254968e-09
S3_225731 3 225731 4.57371162254968e-09
S3_225949 3 225949 0.00038669713101165
S3_237638 3 237638 7.7860350377435e-05
S3_245120 3 245120 0.000688058005657438
S3_245415 3 245415 2.39257520598037e-08
S3_249968 3 249968 8.00014080947853e-05
S3_249982 3 249982 2.89037329352181e-07
S3_260416 3 260416 7.59130472709702e-19
S3_261302 3 261302 1.42519296350587e-12
S3_296879 3 296879 9.67456832792202e-07
S3_297957 3 297957 2.70404977811819e-11
S3_309765 3 309765 2.21978069715882e-08
S3_314967 3 314967 9.75539168259513e-08
S3_316926 3 316926 2.10040920890482e-22
S3_332271 3 332271 2.6308159791868e-06
S3_332298 3 332298 0.000296374949701061
S3_336350 3 336350 1.99126607216858e-07
S3_345045 3 345045 6.9453719596166e-10
S3_346059 3 346059 1.75279070020449e-05
S3_355756 3 355756 5.71895708024686e-07
S3_357855 3 357855 1.09023267389084e-09
