Marker Chr Pos p
S7_29274 7 29274 0.000907984283959031
S7_29572 7 29572 0.000847519726559247
S7_122958 7 122958 0.000195449748826931
S7_127585 7 127585 0.00017865050340874
S7_128183 7 128183 1.07185099441553e-07
S7_129398 7 129398 6.36133467387457e-05
S7_147098 7 147098 0.000345108749732837
S7_152800 7 152800 0.000562437333520047
S7_152801 7 152801 0.000562437333520047
S7_152813 7 152813 0.000562437333520047
S7_152830 7 152830 0.000589604890711016
S7_153040 7 153040 0.00010240198476253
S7_153051 7 153051 0.00010240198476253
S7_153126 7 153126 2.68853812690958e-06
S7_153129 7 153129 2.68853812690958e-06
S7_153345 7 153345 0.000281627921910557
S7_156667 7 156667 4.48054744087375e-05
S7_156668 7 156668 4.48054744087375e-05
S7_156669 7 156669 4.48054744087375e-05
S7_156676 7 156676 4.24517700042821e-07
S7_156680 7 156680 4.48054744087375e-05
S7_156681 7 156681 4.48054744087375e-05
S7_158004 7 158004 7.20855341448393e-05
S7_168049 7 168049 0.000246261512443716
S7_168980 7 168980 1.22694060838226e-05
S7_169858 7 169858 4.40413490077635e-05
S7_169942 7 169942 0.000252497355917392
S7_171848 7 171848 6.57837915831114e-05
S7_222596 7 222596 4.60641786447008e-05
S7_277808 7 277808 2.33910007286702e-05
S7_349020 7 349020 0.000546506993386199
S7_403297 7 403297 0.000601333447197605
S7_413755 7 413755 2.53280274712174e-05
S7_415207 7 415207 0.000564206970844912
S7_437163 7 437163 7.42892328464451e-06
S7_437634 7 437634 8.26659071785684e-05
S7_437637 7 437637 7.51918010433053e-05
S7_437638 7 437638 7.51918010433087e-05
S7_438924 7 438924 2.64119450850564e-05
S7_439914 7 439914 3.31235433482591e-06
S7_440121 7 440121 1.46055970000595e-06
S7_440138 7 440138 8.4927025883095e-07
S7_440169 7 440169 1.46055970000595e-06
S7_440196 7 440196 0.000587988641357243
S7_440208 7 440208 0.000587988641357243
S7_440221 7 440221 0.000587988641357243
S7_440223 7 440223 0.000298991215204368
S7_440368 7 440368 6.07130240456089e-05
S7_440394 7 440394 1.82636200405987e-05
S7_440409 7 440409 1.82636200405987e-05
S7_440412 7 440412 1.82636200405987e-05
S7_440432 7 440432 1.82636200405987e-05
S7_440619 7 440619 1.13456291387557e-07
S7_449072 7 449072 2.62075908049011e-09
S7_466365 7 466365 0.000571946044348501
S7_474015 7 474015 0.000903969562184802
S7_474016 7 474016 0.000903969562184765
S7_474017 7 474017 0.000903969562184765
S7_477890 7 477890 1.06561371703727e-05
S7_480094 7 480094 0.000232078799913218
S7_480097 7 480097 0.000232078799913204
S7_484319 7 484319 0.000115898727011032
S7_486909 7 486909 0.000760254954294935
S7_496556 7 496556 0.000629644947202058
S7_496558 7 496558 0.000629644947202058
S7_497308 7 497308 0.000193928551437602
S7_497329 7 497329 0.000193928551437594
S7_497512 7 497512 8.89939635016855e-06
S7_497547 7 497547 0.000581695567711104
S7_512994 7 512994 0.000434859434152973
S7_517937 7 517937 1.81510191727624e-05
S7_539785 7 539785 5.0413022419146e-06
S7_543144 7 543144 0.000241573834307552
S7_543490 7 543490 0.000409766303850137
S7_543523 7 543523 5.71591475148436e-05
S7_543545 7 543545 5.71591475148436e-05
S7_578528 7 578528 0.000488616264412763
S7_578546 7 578546 0.000383330207792372
S7_578777 7 578777 0.000365123652066307
S7_585738 7 585738 3.75571353596865e-07
S7_585744 7 585744 2.91457576321303e-07
S7_603121 7 603121 1.33299688900699e-07
S7_603567 7 603567 5.79701681497283e-05
S7_603772 7 603772 0.000516850592347458
S7_603807 7 603807 0.000516850592347458
S7_603992 7 603992 4.43735775166215e-05
S7_604022 7 604022 4.43735775166215e-05
S7_610437 7 610437 0.000546299203585957
S7_610566 7 610566 2.51575966293219e-07
S7_614642 7 614642 4.15519525301002e-08
S7_615140 7 615140 2.76211592904556e-10
S7_615151 7 615151 2.91608052875821e-06
S7_615153 7 615153 1.98682198936676e-05
S7_615465 7 615465 5.09555671374489e-07
S7_615567 7 615567 4.11129419750969e-08
S7_655312 7 655312 1.27664698736732e-07
S7_658584 7 658584 1.0451291353282e-11
S7_663803 7 663803 5.61504793352017e-06
S7_691233 7 691233 1.0726927020421e-10
S7_705255 7 705255 8.03005646380565e-12
S7_705256 7 705256 5.61456117372037e-12
S7_718399 7 718399 7.79815133643906e-09
S7_718421 7 718421 4.67280355339473e-10
S7_719165 7 719165 1.74838718148618e-10
S7_719421 7 719421 2.71663188098896e-10
S7_719461 7 719461 2.52971100282968e-12
S7_719481 7 719481 8.53671247213808e-13
S7_719528 7 719528 1.63474554654267e-11
S7_719668 7 719668 2.23348572489099e-13
S7_719717 7 719717 8.88088163773533e-08
S7_722539 7 722539 1.97441803107158e-06
S7_722544 7 722544 1.97441803107158e-06
S7_741578 7 741578 4.81940385617947e-09
S7_753363 7 753363 1.52301378407694e-12
S7_789298 7 789298 2.10795150414376e-07
S7_789299 7 789299 8.23964327556154e-08
S7_796504 7 796504 1.497585086104e-06
