Marker Chr Pos p
S6_304007 6 304007 0.000608310459318354
S6_342273 6 342273 0.000285109506371367
S6_798712 6 798712 0.000216128361524921
S6_916063 6 916063 0.000582558229831522
S6_1049989 6 1049989 0.000992652424059323
S6_1493171 6 1493171 9.19302503066374e-05
S6_1522210 6 1522210 0.000109655739431595
S6_1522223 6 1522223 0.000109655739431603
S6_1522251 6 1522251 0.000948319390381801
S6_1608451 6 1608451 3.48239916580366e-05
S6_1638833 6 1638833 0.000767303588894157
S6_1701260 6 1701260 7.6959929025717e-05
S6_1714202 6 1714202 0.000500151259470321
S6_1877685 6 1877685 0.000417528772186654
S6_1877692 6 1877692 3.58634672771948e-06
S6_1984717 6 1984717 5.30070766680526e-05
S6_1996337 6 1996337 0.000241634969079069
S6_2169991 6 2169991 0.00072690345023618
S6_2604721 6 2604721 1.28524056114484e-05
S6_2893234 6 2893234 7.83307451368136e-05
S6_2939703 6 2939703 6.33398210915568e-06
S6_3044543 6 3044543 4.08869641818782e-05
S6_3188306 6 3188306 0.000444918824346648
S6_3361378 6 3361378 1.27565314976369e-06
S6_3361407 6 3361407 1.27565314976369e-06
S6_3368770 6 3368770 0.000620295671662341
S6_3368775 6 3368775 0.000620295671662341
S6_3369117 6 3369117 0.000725221106537765
S6_3369149 6 3369149 0.000725221106538109
S6_3372385 6 3372385 0.00016820215931968
S6_3662441 6 3662441 5.29457379507697e-05
S6_3707565 6 3707565 0.000810106612841988
S6_3899047 6 3899047 0.00058820393556462
S6_3940838 6 3940838 0.000476670843098192
S6_4376554 6 4376554 0.000572785112855827
S6_4442874 6 4442874 0.0001891505737214
S6_4442919 6 4442919 0.000362743488003356
S6_4442929 6 4442929 0.000109221807039322
S6_4784719 6 4784719 0.000879301392127821
S6_5713788 6 5713788 0.000873817321695093
S6_5908849 6 5908849 0.000429509668970539
S6_6112592 6 6112592 0.00014159999966236
S6_6688879 6 6688879 3.10604492413687e-05
S6_8265441 6 8265441 0.000264635217670544
S6_8647999 6 8647999 2.71295653961272e-07
S6_9060793 6 9060793 6.7153612239331e-05
S6_13676647 6 13676647 0.000664199219336821
