Marker Chr Pos p
S3_22450 3 22450 0.00024632743921461
S3_64898 3 64898 0.000146612762326016
S3_121655 3 121655 6.21571091176559e-05
S3_297726 3 297726 0.000929862782525575
S3_309269 3 309269 3.75988218476538e-11
S3_323129 3 323129 0.00063461344956804
S3_409379 3 409379 7.50934953951535e-08
S3_504045 3 504045 1.98799771215355e-06
S3_637613 3 637613 0.000415056335276175
S3_678952 3 678952 7.84138177520521e-06
S3_689416 3 689416 1.32767717070246e-05
S3_689463 3 689463 9.6993997464958e-05
S3_689473 3 689473 9.6993997464958e-05
S3_689510 3 689510 9.69939974649352e-05
S3_700436 3 700436 5.01455146650733e-05
S3_702549 3 702549 0.00014345036122453
S3_702550 3 702550 0.00014345036122453
S3_702551 3 702551 0.00014345036122453
S3_705688 3 705688 0.00016468965064968
S3_752916 3 752916 8.76794549720702e-05
S3_766444 3 766444 0.000610495714833818
S3_915075 3 915075 7.62398351553699e-06
S3_949678 3 949678 3.18050025743593e-05
S3_1068853 3 1068853 0.000371655066038624
S3_1174092 3 1174092 0.000214732825072849
S3_1194068 3 1194068 0.000915153510026683
S3_1200995 3 1200995 0.000416456277103941
S3_1214043 3 1214043 4.25467405765433e-05
S3_1221220 3 1221220 5.1847694035799e-05
S3_1223685 3 1223685 0.000335465086719313
S3_1223715 3 1223715 0.000335465086719313
S3_1223721 3 1223721 0.000335465086719313
S3_1246237 3 1246237 0.000943572801013718
S3_1331474 3 1331474 0.00037181444158679
S3_1335227 3 1335227 0.000276771952819168
S3_1371417 3 1371417 4.25941199755501e-05
S3_1406545 3 1406545 0.000247554923289909
S3_1421760 3 1421760 0.000524649297414782
S3_1424370 3 1424370 1.32295245493023e-05
S3_1424407 3 1424407 1.11943857904609e-05
S3_1424617 3 1424617 0.000981621208965202
S3_1481133 3 1481133 3.71634091621119e-05
S3_1629182 3 1629182 0.000898074620734378
S3_1754293 3 1754293 3.40285634467206e-06
S3_1759689 3 1759689 2.18008055075446e-05
S3_1776349 3 1776349 0.000413576988471682
S3_1821407 3 1821407 0.00026445020603917
S3_1833862 3 1833862 0.000134240366676092
S3_1862401 3 1862401 0.000406864061343553
S3_1862558 3 1862558 9.15825896009828e-05
