"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb106650",9.08601579547863e-05,3,"Yes","7.5343e-05,0.0002918304,0.01032724"
"Zm00001eb424130",9.279076e-05,1,"No","9.279076e-05"
"Zm00001eb406240",0.000246200449989131,4,"Yes","0.004161828,7.606689e-05,0.004191731,0.5170786"
"Zm00001eb042890",0.000340999719447233,7,"Yes","0.922167,0.9166355,0.1677256,2.301254e-05,0.1865932,0.382161,0.005154945"
"Zm00001eb303790",0.0004818169,1,"No","0.0004818169"
"Zm00001eb406540",0.000518246734940941,3,"Yes","0.3350011,0.00924863,0.005829785"
"Zm00001eb121750",0.000622497294747171,5,"Yes","0.9777662,0.3276823,4.940459e-05,0.01911727,0.6088704"
"Zm00001eb314470",0.0009328609,1,"No","0.0009328609"
"Zm00001eb421000",0.0009355382,1,"No","0.0009355382"
"Zm00001eb096680",0.00117627521930308,2,"Yes","0.02677323,0.000588319"
"Zm00001eb282310",0.00120242728831421,2,"Yes","0.2200288,0.0006014037"
"Zm00001eb071300",0.00127870913249872,6,"Yes","0.5925703,0.5973153,0.1023804,0.3694093,8.477657e-05,0.5438192"
"Zm00001eb427290",0.00132645996122505,5,"Yes","0.5857423,0.00504251,0.3688765,0.9857657,0.0001639339"
"Zm00001eb366690",0.00152484427705801,2,"Yes","0.0007628179,0.347518"
"Zm00001eb187100",0.00257112764167844,12,"Yes","0.04218987,0.05964092,0.01490888,0.08581307,0.4571526,0.004848972,0.04082229,0.2673666,0.9488681,0.6194982,0.03492863,0.5816975"
"Zm00001eb401100",0.00285657887090207,7,"Yes","0.8323914,0.3883014,0.266735,0.678395,0.2591734,0.136274,0.0002098013"
"Zm00001eb362590",0.003118368,1,"No","0.003118368"
"Zm00001eb283640",0.00334717,1,"No","0.00334717"
"Zm00001eb194130",0.003496916,1,"No","0.003496916"
"Zm00001eb029860",0.00356240592513646,3,"Yes","0.7233844,0.03435263,0.0006302831"
"Zm00001eb399980",0.003713888,1,"No","0.003713888"
"Zm00001eb173350",0.00382960970230706,9,"Yes","0.2274317,0.1982802,0.1387052,0.0002261363,0.3967389,0.8674883,0.917664,0.3355313,0.3350385"
"Zm00001eb069600",0.003846804,1,"No","0.003846804"
"Zm00001eb120180",0.00405456676997218,2,"Yes","0.002029351,0.2689606"
"Zm00001eb156040",0.004266809,1,"No","0.004266809"
"Zm00001eb395640",0.00437451810037226,2,"Yes","0.002189701,0.7361581"
"Zm00001eb253850",0.00450217922811369,16,"Yes","0.5048426,0.6573632,0.03297259,0.03857554,0.7214336,0.206988,0.7859986,0.1767823,0.6828754,0.04343895,0.01091087,0.7920397,0.3148483,0.2208031,0.2594687,0.002178821"
"Zm00001eb002620",0.00459827873675211,2,"Yes","0.002308917,0.06013792"
"Zm00001eb379630",0.004665393,1,"No","0.004665393"
"Zm00001eb318630",0.00467656660076787,3,"Yes","0.0008002333,0.6075549,0.1891078"
"Zm00001eb077920",0.00477926487455116,6,"Yes","0.8434621,0.0004325714,0.7503768,0.7502875,0.6059141,0.6774142"
"Zm00001eb321430",0.00485270976509666,2,"Yes","0.9553565,0.002471851"
"Zm00001eb106890",0.004934574722813,2,"Yes","0.002470547,0.05463523"
"Zm00001eb066440",0.00507311926017717,3,"Yes","0.0008742232,0.1812729,0.386901"
"Zm00001eb210610",0.005234473,1,"No","0.005234473"
"Zm00001eb397220",0.005539819,1,"No","0.005539819"
"Zm00001eb035790",0.005580344,1,"No","0.005580344"
"Zm00001eb076370",0.00588826974668688,2,"Yes","0.002948485,0.02212484"
"Zm00001eb081060",0.006162058,1,"No","0.006162058"
"Zm00001eb431670",0.00667894497838861,2,"Yes","0.2120684,0.00335966"
"Zm00001eb314260",0.00689142573938584,3,"Yes","0.002595693,0.009090811,0.1742519"
