"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb043490",5.076806e-06,1,"No","5.076806e-06"
"Zm00001eb416940",8.08279717743332e-05,4,"Yes","0.7504636,0.0003131022,0.001264103,0.03244121"
"Zm00001eb282310",0.00030612237543437,2,"Yes","0.0001530773,0.4138415"
"Zm00001eb211300",0.000448963539411151,2,"Yes","0.0002245152,0.2943504"
"Zm00001eb154380",0.001150878,1,"No","0.001150878"
"Zm00001eb054630",0.001643926,1,"No","0.001643926"
"Zm00001eb431980",0.00182526581355913,2,"Yes","0.3537361,0.0009131281"
"Zm00001eb360610",0.00194710202391069,3,"Yes","0.3511025,0.000330053,0.1340898"
"Zm00001eb187100",0.00205488483039806,12,"Yes","0.363507,0.792388,0.006932827,0.03400205,0.6761254,0.000867375,0.0006570093,0.06998694,0.9604721,0.7932876,0.3958134,0.5285353"
"Zm00001eb183270",0.002206679,1,"No","0.002206679"
"Zm00001eb360620",0.0024480413760628,4,"Yes","0.3511025,0.000330053,0.1340898,0.2030134"
"Zm00001eb015390",0.00249482162846548,5,"Yes","0.0007853426,0.001768339,0.7456029,0.1477575,0.8162555"
"Zm00001eb251310",0.00289884530702089,3,"Yes","0.0004927509,0.6979081,0.1331218"
"Zm00001eb190590",0.00294583092969547,2,"Yes","0.7687213,0.001474078"
"Zm00001eb020610",0.003649582,1,"No","0.003649582"
"Zm00001eb079500",0.00374125806210579,2,"Yes","0.1467863,0.001873616"
"Zm00001eb429140",0.00445797887059041,5,"Yes","0.7012896,0.0003480243,0.184075,0.2588038,0.545203"
"Zm00001eb047240",0.004941747,1,"No","0.004941747"
"Zm00001eb012080",0.00495140358525925,4,"Yes","0.2946193,0.006260833,0.004171838,0.6315045"
"Zm00001eb245910",0.005457938,1,"No","0.005457938"
"Zm00001eb325140",0.00549181856006353,3,"Yes","0.01668597,0.7136641,0.02959304"
"Zm00001eb222550",0.005915032,1,"No","0.005915032"
"Zm00001eb118990",0.006089122,1,"No","0.006089122"
"Zm00001eb186620",0.00628159826281338,3,"Yes","0.001336424,0.10486,0.04379992"
"Zm00001eb357210",0.007270993,1,"No","0.007270993"
"Zm00001eb103250",0.00835004794196337,2,"Yes","0.004687267,0.4772642"
"Zm00001eb285800",0.00854968230574249,4,"Yes","0.1978304,0.001181848,0.7991219,0.3233713"
"Zm00001eb015820",0.00860383218023286,2,"Yes","0.01627221,0.004542908"
"Zm00001eb053540",0.00874989659026515,2,"Yes","0.7670995,0.004385766"
"Zm00001eb213190",0.009139677,1,"No","0.009139677"
"Zm00001eb047830",0.00949670405172176,5,"Yes","0.0009965113,0.641975,0.3476859,0.4354562,0.2785374"
"Zm00001eb283640",0.009765906,1,"No","0.009765906"
"Zm00001eb326970",0.0100914,1,"No","0.0100914"
"Zm00001eb321560",0.0103008588498957,20,"Yes","0.3834687,0.8392508,0.1340039,0.3799975,0.6664763,0.7090316,0.7798304,0.005366378,0.004124919,0.3827224,0.5681379,0.8421676,0.2293331,0.005064542,0.4611005,0.2184311,0.1821959,0.2889828,0.926531,0.194254"
"Zm00001eb215960",0.01037026,1,"No","0.01037026"
"Zm00001eb165590",0.011313316701465,2,"Yes","0.005672564,0.3060888"
"Zm00001eb322130",0.01203441,1,"No","0.01203441"
"Zm00001eb254660",0.0120363776016791,8,"Yes","0.4292681,0.005237295,0.004520735,0.9675791,0.3212087,0.3645076,0.3929665,0.9047449"
"Zm00001eb433490",0.01287348,1,"No","0.01287348"
"Zm00001eb390800",0.01304163,1,"No","0.01304163"
"Zm00001eb095130",0.01318888,1,"No","0.01318888"
"Zm00001eb160920",0.01319825,1,"No","0.01319825"
"Zm00001eb277620",0.0132834346246837,2,"Yes","0.00669073,0.6416412"
"Zm00001eb340040",0.0135285335922263,2,"Yes","0.006788967,0.8837934"
"Zm00001eb288390",0.0140478186881403,10,"Yes","0.7498443,0.0005778769,0.4734006,0.1813677,0.2492099,0.9427992,0.5768141,0.4100044,0.2541999,0.4549439"
"Zm00001eb337920",0.01443331,1,"No","0.01443331"
"Zm00001eb096680",0.0146809299210426,2,"Yes","0.007370801,0.245658"
"Zm00001eb076250",0.0150296070422535,2,"Yes","0.008328878,0.03654218"
"Zm00001eb013560",0.0154347719684245,14,"Yes","0.8345444,0.7010294,0.7192324,0.8229347,0.6525063,0.0169128,0.05939519,0.01561524,0.006334802,0.02266623,0.5427548,0.3039671,0.831162,0.9507869"
"Zm00001eb360320",0.0155577679549296,6,"Yes","0.1428453,0.05048142,0.1768245,0.05472129,0.04444069,0.3316839"
"Zm00001eb011650",0.01562438,1,"No","0.01562438"
"Zm00001eb190230",0.01567567,1,"No","0.01567567"
"Zm00001eb426330",0.0158136506845052,17,"Yes","0.06357004,0.4181946,0.2251865,0.9893002,0.3621535,0.09708881,0.4935366,0.9203097,0.009430833,0.9554229,0.00267751,0.07116169,0.05613571,0.6268041,0.1337377,0.01291964,0.3996135"
"Zm00001eb213140",0.0158909883564593,4,"Yes","0.901457,0.05793756,0.01432521,0.006640658"
"Zm00001eb408810",0.01590725,1,"No","0.01590725"
"Zm00001eb113260",0.01651369,1,"No","0.01651369"
"Zm00001eb287880",0.0165580572276192,3,"Yes","0.8254387,0.05278559,0.03658841"
"Zm00001eb002590",0.0165636289948813,3,"Yes","0.08356363,0.008044404,0.02500001"
"Zm00001eb287400",0.01670727,1,"No","0.01670727"
"Zm00001eb096950",0.01684847,1,"No","0.01684847"
"Zm00001eb254890",0.0171038750539249,2,"Yes","0.008824131,0.09711282"
"Zm00001eb149730",0.0171633559753797,2,"Yes","0.008709565,0.04445349"
"Zm00001eb167820",0.0172896937084238,4,"Yes","0.02092728,0.03405004,0.35077,0.2674759"
"Zm00001eb289910",0.01738713,1,"No","0.01738713"
"Zm00001eb407140",0.0179610159824287,2,"Yes","0.009020919,0.6151515"
"Zm00001eb103170",0.01867489,1,"No","0.01867489"
"Zm00001eb119910",0.019472949436067,4,"Yes","0.1226046,0.8714476,0.01615258,0.04158961"
"Zm00001eb068390",0.02026938,1,"No","0.02026938"
"Zm00001eb283950",0.02041278,1,"No","0.02041278"
"Zm00001eb111300",0.0210571308002701,8,"Yes","0.02180661,0.02180661,0.02180661,0.3207506,0.02180661,0.821308,0.02959186,0.03320588"
"Zm00001eb142940",0.0217562831913494,2,"Yes","0.01102559,0.6873628"
"Zm00001eb048000",0.02184712,1,"No","0.02184712"
"Zm00001eb327430",0.0221101169671576,5,"Yes","0.7944201,0.2283885,0.301872,0.7926169,0.002390848"
"Zm00001eb303790",0.02266227,1,"No","0.02266227"
"Zm00001eb291700",0.0228265463366554,5,"Yes","0.00843317,0.3994431,0.02459876,0.01307712,0.7309492"
"Zm00001eb135780",0.0232553606083412,2,"Yes","0.01958604,0.01504105"
"Zm00001eb228970",0.0235235368624156,3,"Yes","0.0045998,0.1240601,0.683071"
"Zm00001eb107920",0.0238186910939115,11,"Yes","0.4214329,0.6522215,0.969081,0.04613397,0.1185101,0.2685923,0.4563623,0.07276449,0.01062746,0.08127922,0.08792678"
"Zm00001eb414810",0.02397455,1,"No","0.02397455"
"Zm00001eb408760",0.0245920768664276,6,"Yes","0.1479577,0.05850644,0.01113334,0.7748922,0.08692636,0.01985679"
"Zm00001eb066690",0.0246425027522007,6,"Yes","0.07700475,0.2589276,0.07422449,0.06964584,0.2210848,0.9734565"
"Zm00001eb366690",0.0248039168073775,2,"Yes","0.01248232,0.6635237"
"Zm00001eb298680",0.0248274172342315,3,"Yes","0.3657188,0.004394786,0.8896599"
"Zm00001eb096180",0.02488393,1,"No","0.02488393"
"Zm00001eb386180",0.0250810958962806,3,"Yes","0.483284,0.8152654,0.004891007"
"Zm00001eb006860",0.0261639137725109,2,"Yes","0.01327481,0.6716907"
"Zm00001eb079900",0.0268697973506561,3,"Yes","0.009283065,0.03770747,0.9300455"
"Zm00001eb396750",0.026899056601277,5,"Yes","0.9308847,0.002264239,0.5738098,0.2544522,0.299527"
"Zm00001eb194380",0.0272767208159425,4,"Yes","0.003861047,0.09675122,0.2122811,0.2435197"
"Zm00001eb002620",0.0276801429848379,2,"Yes","0.01404645,0.7137883"
"Zm00001eb021390",0.0279288175451116,4,"Yes","0.7142726,0.5093393,0.004686498,0.4258079"
"Zm00001eb380080",0.0279808145793428,5,"Yes","0.2755667,0.04359366,0.3125241,0.02469954,0.0282202"
"Zm00001eb285890",0.0284438141607297,9,"Yes","0.4180472,0.5243624,0.2341336,0.7758875,0.5195521,0.6356028,0.001303534,0.8364351,0.1426336"
"Zm00001eb427080",0.0289226976915674,2,"Yes","0.01457869,0.8073786"
"Zm00001eb074350",0.02930249,1,"No","0.02930249"
"Zm00001eb392180",0.0298622429776302,2,"Yes","0.129583,0.01506101"
"Zm00001eb096750",0.0302057856777233,2,"Yes","0.01521903,0.7428062"
"Zm00001eb109790",0.0302118143792389,4,"Yes","0.6358243,0.7371195,0.64127,0.004294172"
"Zm00001eb317090",0.0302650509238861,2,"Yes","0.6236062,0.01580119"
"Zm00001eb321330",0.0306095762165877,6,"Yes","0.01895086,0.02419359,0.02528517,0.02898721,0.08678229,0.9615038"
"Zm00001eb341090",0.03139546,1,"No","0.03139546"
"Zm00001eb286700",0.032118642885218,4,"Yes","0.03769412,0.5286571,0.7984876,0.0315765"
"Zm00001eb081590",0.0335352181866013,5,"Yes","0.03451378,0.2953486,0.08904712,0.778076,0.1114484"
"Zm00001eb175450",0.0335383068375523,3,"Yes","0.1411523,0.06870632,0.05430901"
"Zm00001eb366350",0.0336033375558691,4,"Yes","0.7295227,0.7720299,0.004827409,0.945382"
"Zm00001eb366620",0.0336130851559805,9,"Yes","0.4370916,0.8405994,0.3814118,0.6196912,0.9925831,0.8614123,0.001222425,0.9354837,0.2885541"
"Zm00001eb361770",0.034131765679448,2,"Yes","0.017221,0.5567367"
"Zm00001eb068100",0.0342901534087645,3,"Yes","0.61018,0.00615236,0.1700746"
"Zm00001eb146390",0.03440429,1,"No","0.03440429"
"Zm00001eb327140",0.03452749,1,"No","0.03452749"
"Zm00001eb000720",0.0353651521569039,7,"Yes","0.6224292,0.02623433,0.02623433,0.02623433,0.5283411,0.02219459,0.02623433"
"Zm00001eb058570",0.03585004,1,"No","0.03585004"
"Zm00001eb052080",0.03597108,1,"No","0.03597108"
"Zm00001eb195140",0.0373906451641995,2,"Yes","0.02567858,0.03905328"
"Zm00001eb104490",0.0375112223669797,5,"Yes","0.003403897,0.8565292,0.1906057,0.2651646,0.9392366"
"Zm00001eb399480",0.0383304436109358,3,"Yes","0.5252616,0.5452048,0.006937903"
